date,sentence,sentiment
13/10/2022 14:17:48,arti emang bera kepala polisi daerah jatim sampe jabatanya copot emang tegas kerja polisi republik indonesia,negatif
13/10/2022 15:20:03,sederhana begini panggil undang polisi penting periksa nama orang undang biasa semua siap mulai aman makan lalu takut sama ragu kerja polisi hmmm nyata emang otak dikit,negatif
13/10/2022 15:27:02,sepakatt kerja polisi republik indonesia sangat apik tegastegaklurus,positif
13/10/2022 16:38:56,betul min kerja laku kapolri lama tunjuk jauh mana polisi republik indonesia tega adil negara,positif
13/10/2022 22:52:40,presiden beri arah jajar jabat utama mabes polisi republik indonesia kepala polisi daerah kepala polisi republik indonesia seluruh indonesia istana negara jakarta jumat okt tanya jurnalis kait keluh kerja polisi,positif
14/10/2022 01:07:09,wah kinerjapolri jokowierickvaksinri presiden jokowi beri arah jajar polisi republik indonesia hari,positif
14/10/2022 01:51:25,gercep banget pak kerja ketua polrinya bagus banget ehh nyata oknum dalem polisi republik indonesia ngerusak citra polisi republik indonesia duh laku kanjuruhan wajib bayar buat ratus orang tinggal nyawa balas nyawa pak,negatif
14/10/2022 02:09:59,mntab banget dah kerja tangan ksus kanjuruhan mngikuti arah lngsung dri presiden lngsung trlihat hasil pnetapan orang trsangka nonaktif anggota polisi,positif
14/10/2022 02:12:12,tahan baik pak terus laku kerja baik percaya masyarakat polisi republik indonesia naik,positif
14/10/2022 02:55:57,survai indikator politik indonesia angka tunjuk komitmen polisi republik indonesia selesai kasus mati brigadir masyarakat percaya kerja polisi republik indonesia,positif
14/10/2022 03:01:01,kerja polisi republik indonesia tunjuk komitmen kerja sesuai perintah dsri presiden,positif
14/10/2022 03:01:27,presiden jokowi tunjuk panglima tinggi tentara republik indonesia polisi republik indonesia presiden jokowi nyata panglima tinggi lihat kurang kerja polisi republik indonesia perlu bina serius orang panglima tinggi polisi republik indonesia makin solid,positif
14/10/2022 03:11:15,mhn pak presiden koreksi total cara kerja nilai kerja polisi republik indonesia pdktn kuatitatif ukur brp banyak perkara tangan turun tidak angka kriminalitas tengah masyarakat berapa orang tangkap kasus narkoba brp gram tren edar narkoba,negatif
14/10/2022 03:13:44,nilai kerja polisi republik indonesia perintah pusat perintah daerah masing dasar jenjang satu perintah beri agenda prioritas dasar data ancam potensi ganggu kamtibmas daerahya cc pak,positif
14/10/2022 03:46:51,hari presiden jokowi kumpul jajar petinggi polisi republik indonesia mulai kapolri hingga kepala polisi republik indonesia istana presiden presiden beri arah sikap situasi akhir kerja polisi,positif
14/10/2022 03:48:46,mantab pak kerja polisi republik indonesia cepat tegas kembali percaya masyarakat polisi republik indonesia,positif
14/10/2022 04:01:27,lihat ada ferdy sambo sebentar masuk tahap sidang tunjuk bahwasanya kerja tahap sidi tahap sidang sangat baik semua jalan lancar,positif
14/10/2022 04:15:46,moga kerja cepat tegas bukti kerja polisi republik indonesia baik kembali percaya masyarakat polisi republik indonesia,positif
14/10/2022 04:16:45,kerja polisi republik indonesia tegas selalu cepat patut apresiasi moga depan terus tingkat,positif
14/10/2022 04:44:35,semua prestasi luput kerja pak memimpim tegas profesional mampu bawa kasus meja sidang,positif
14/10/2022 05:35:56,tim itwasum polisi republik indonesia gelar monitoring kendali mutu audit kerja polisi republik indonesia bone,positif
14/10/2022 06:42:35,tindak jalan memang sesuai komitmen polisi republik indonesia perintah presiden karna lihat sendiri bagaimana kerja laku sangat tepat,positif
14/10/2022 07:08:20,kerja polisi republik indonesia akhir mungkin byk kecewa pak jokowi,negatif
14/10/2022 07:19:52,buah pencapain sangat baik polisi republik indonesia bukti laku kerja baik tegas,positif
14/10/2022 07:24:00,presiden jokowi widodo kumpul seluruh petinggi polisi beri arah kait keluh kerja polisi merahputihcom jokowi polisi polisi republik indonesia,positif
14/10/2022 07:24:34,kerja baik bukti komitmen polisi republik indonesia perintah presiden semua jawab sangat tunggu,positif
14/10/2022 07:26:17,kerja tegas profesional kapolri memang bukti tangan kasus sambo moga kerja bagus selalu jaga,positif
14/10/2022 07:37:24,mantap pak kapolri memang tetap pegang komitmen kerja bukti kasus ferdy sambo sangat baik tingkat percaya publik tetap jaga,positif
14/10/2022 07:53:12,langkah ambil kapolri sangat tepat kapolri tunjuk kerja sangat baik tegas,positif
14/10/2022 07:56:45,kerja polisi republik indonesia memang sesuai intrusi kan pak jadi salah bukti kapolri sangat komitmen,positif
14/10/2022 08:43:25,slogan indah dengar pak tunjuk kerja baik layan ayom layan tuan beri makan moga polisi republik indonesia depan makin baik,positif
14/10/2022 08:47:09,pernah dengar soal dumas presisi aplikasi luncur polisi republik indonesia ruang adu masyarakat kait kerja perilaku polisi dumas presisi milik panjang adu masyarakat prediktif responsibilitas transparansi adil,positif
14/10/2022 08:49:23,pernah dengar soal dumas presisi aplikasi luncur polisi republik indonesia ruang adu masyarakat kait kerja perilaku polisi,positif
14/10/2022 09:20:38,utuh percaya kerja polisi republik indonesia hadap kasus indonesia,positif
14/10/2022 09:23:55,oknum sambo tuntas kanjuruhan cari kambing hitam baik kerja pak mau percaya rakyat,negatif
14/10/2022 09:35:43,rakyat slalu dukung kapolri bersih tubuh polisi republik indonesia nama bersih butuh waktu rakyat sabar selalu pantau kembang lama kerja kapolri muas bagus,positif
14/10/2022 09:38:17,mohon maaf besar kapolri sempat ragu kerja bpk pimpin polisi republik indonesia terimakasih tindak tegas kapolri kasus narkoba libat oknum pati polisi republik indonesia bandar narkobanya bravopolri,positif
14/10/2022 09:41:01,apresiasi kerja kapolri berani tegas tindak siapa bhkan anggota polisi sekalipun trbukti trlibat ksus pmbunuhan brigadir psti bkalan tindak tegas,positif
14/10/2022 09:43:35,bukan dar omong kosong gaung komitmen kapolri benar bukti tegas kerja profesional baik lama usut kasus sambo hingga kini,positif
14/10/2022 09:48:34,tegas ambil putus tepat jdi kunci ksus mati brigadir tangan baik pihak tlng kerja baik tahan pak kapolri,positif
14/10/2022 09:53:54,selamat pak kerja bapak jajar hasil buat masyarakat percaya lanjut pak bukti polisi republik indonesia cinta masyarakat,positif
14/10/2022 10:19:03,jokowi sebut faktor sebab turun percaya publik kerja polisi republik indonesia segera atas salah satu kait kasus ferdy sambo kumparannews,negatif
14/10/2022 10:27:52,buruk apa kerja polisi republik indonesia politis senayan suara lantang penting pribadi polisi republik indonesia liat gesture komisi iii kapolri majikan,negatif
14/10/2022 10:28:11,depan semua kepala polisi daerah kepala polisi republik indonesia sigit aku kerja polisi republik indonesia turun,negatif
14/10/2022 10:38:29,mantap kerja cepat moga kasus tragedi kanjuruhan usut benar benar tuntas sangka dapat hukum,positif
14/10/2022 10:51:40,laku kerja baik tangan proses lidi jadi kasus tragedi kanjuruhan moga hasil laku investigasi,positif
14/10/2022 10:56:50,lihat kerja laku pak tangan kasus mati brigadir proses lidi kasus buat masyarakat apresiasi kerja,positif
14/10/2022 11:10:07,laku kerja baik laku lidi kasus mampu hasil selesai kasus sangat baik good job jaga komitmen,positif
14/10/2022 11:27:52,pak ngomong terus terang pribadi kerja polisi sangat buruk moga moga ajaib,negatif
14/10/2022 11:31:30,fokus kembali citra pak citra polisi republik indonesia baik masyarakat anggap bonus baik kerja integritas lebih penting,positif
14/10/2022 11:47:02,presiden kritisi kerja polisi republik indonesia,negatif
14/10/2022 11:58:07,jangan dunia ngurus tubuh lembaga sendiri becus masyarakat percaya kerja polisi republik indonesia bulan terkahir suguh dng pelanggaaran hukum dilakunan polisi republik indonesia jendral parah parah kecewa berat,negatif
14/10/2022 12:49:11,laku kerja baik proses tangan lidi kasus mati brigadir moga terus pegang komitmen tangan kasus kasus ikut,positif
14/10/2022 12:58:06,kerja percaya polisi republik indonesia salut bapak presiden,positif
14/10/2022 12:59:50,jokowi citra kan kaum kadrun beliau gemes liat kerja polisi republik indonesia mau citra ditangkep kait narkoba dilolosin semua aman test urine dibkin formalitas perintah presiden aman,negatif
14/10/2022 13:24:33,ketua tgipf mahfud md minta tum pssi iwan bule jajar mundur,negatif
14/10/2022 13:29:53,harap tgipf ban temu polisi republik indonesia anggap janggal fungsi tim kan bukan linear kerja polisi republik indonesia beri komparasi beri kritik tegur fakta sala cctv semua hilang sambar petir,negatif
14/10/2022 14:01:53,wajib dukung kerja kapolri masuk bersih tubuh polisi republik indonesia pak,positif
14/10/2022 14:02:28,gamungkin pak polisi republik indonesia mah banget gimana kerja polisi laku polisi india pak prindapan nembak sama rekan terus nyabu ama make gas aer mata kadaluarsa,negatif
14/10/2022 14:25:26,lama baru ngomonnya lalu bagaimana tanggung jawab dpr awas kerja polisi republik indonesia,negatif
14/10/2022 14:30:31,percaya rakyat negeri sp titik nadir hampir sisa benah sistematis fundamental kerja polisi republik indonesia reformasi habis an ubah konstitusi jahat kok jadi pak polisi,negatif
14/10/2022 14:41:47,presiden jokowi kritisi kerja polisi republik indonesia,negatif
14/10/2022 14:57:29,bikinin aplikasi masyarakat kasih rating kerja bintang suspend gaji buat subsidi masyarakat,positif
14/10/2022 14:57:33,wkwkwkwkwkwkwk anggar gede kerja satu buruk anggar polisi republik indonesia atas anggar didik padahal,negatif
14/10/2022 15:20:55,makin kacau institusi kasus duren tragedi manusia kanjuruhan kepala polisi daerah agen sabu kerja buat masyarakat asa gaduh bagai rasa mgkn benar perang bintang polisi republik indonesia saling target sama laen lanjut sampe bubar,negatif
14/10/2022 16:05:24,coba pak buka forum lapor oknum rusak marwan polisi republik indonesia lansung tindak tegas jadi media masyarakat sampai resah polisi republik indonesia mekanisme lapor bukti kapolri lansung lihat kerja oknum rusak,positif
14/10/2022 16:31:35,sangat profesional percaya memang kerja pak kapolri moga selalu pegang teguh prinsip komitmen pak nama polisi republik indonesia segera baik mata masyarakat,positif
14/10/2022 16:36:47,berkas pasuk tahap arti kasus segera ungkap semua lepas kerja kapolri sangat tegas tangan kasus ferdy sambo,positif
14/10/2022 16:39:40,berkas pasuk tahap arti tinggal tunggu dilaksankan sidang kasus ferdy sambo moga laku dapat hukum adil adil salut kerja kapolri,positif
14/10/2022 16:42:29,capai tahap arti jadi bukti kasus segera ungkap kerja sangat baik pak,positif
14/10/2022 16:44:17,pak kapolri hebat moga tetap semangat masyarakat institusi polisi republik indonesia bersih tetap semangat pak listyo fenomena gunung es baru ledak era pak listyo yakin depan kerja polisi republik indonesia makin baik,positif
14/10/2022 16:46:36,bukti tegas lihat kerja tunjuk tuntas usut bagai kasus sedang jadi sesuai komitmen profesional,positif
14/10/2022 16:51:36,memang kerja kapolri bukti sangat baik tangan kasus ferdy sambo tegas profesional buat percaya masyarakat tingkat patut apresiasi,positif
14/10/2022 17:04:30,kerja sempurna polisi republik indonesia sangat bagus seluruh anggota jaga janji prajurit pernah ingkar negara bebas korupsi narkoba judi waktu polisi republik indonesia pimpin negara cacat hebat,positif
14/10/2022 17:36:22,polisi republik indonesia bukti punya kerja bagus kerja nyata komitmen mantep,positif
14/10/2022 17:54:30,plus tambah beban segala rugi masyarakat akibat kerja tanggung polisi republik indonesia misal sepeda motor nila jt hilang curi ketemu slma bulan polisi republik indonesia ganti potong gaji,positif
14/10/2022 18:29:10,mohon sangat bapak periksa intensif jabat sdm binkar polisi republik indonesia perlu libat eksternal team independen rakyat kecewa didik mahal anggota sangat drop moratorium terima anggota polisi republik indonesia tahun,negatif
14/10/2022 19:27:36,akhir pak listyo sadar kerja buruk institusi polisi republik indonesia bb bartin leslar nobraday ive uel dolar irjentm buyingcontent kepala polisi daerah bank mandiri wendy milliar,negatif
14/10/2022 19:51:39,beta apresiasi kerja polisi republik indonesia,positif
14/10/2022 20:07:59,apel pagi awal kerja polisi republik indonesia presisi divisihumaspolri poldapapua polreswaropen,positif
14/10/2022 21:43:41,bambang tri kalian tangkap kapan kalian ciduk sama sebar hoax rakyat selalu lihat kerja kalian pak,negatif
14/10/2022 22:24:12,arah massal jokowi jabat polisi republik indonesia nilai tanda presiden geram kerja polisi,negatif
14/10/2022 22:25:22,sungguh jijik tambah buruk citra polisi republik indonesia bagi besar masyakarat pandang polisi jahat baju coklat lebih kerja buruk peras rakyat pungli dan lain,negatif
14/10/2022 23:51:17,scr betul memang kerja polisi republik indonesia klou amat kasus besar timpa oknum perwira polisi kasus besar ungkap kasus ferdy sambo jadi berantas jufi online bandar kabur kasus irjen tedy bandar judi tangkap,negatif
15/10/2022 01:35:25,trs kmrn wkt rapat kerja dpr kapolri adem bae ribut ttg kerja polisi republik indonesia,positif
15/10/2022 01:51:22,btuh waktu lama mmbuat publik percaya min klau sda mimin ngak trima kasih dn anggap stress kan kok cr pikir sperti tunjuk sj kerja kapolri rakyat puji nnti masa ahkir jabat beliau sbgai pemimlpin nmer satu polisi republik indonesia,positif
15/10/2022 02:00:05,tingkat kerja polisi republik indonesia kapolri mutasi kepala polisi daerah masuk irjen teddy minahasa,positif
15/10/2022 02:18:43,keren kerja kapolri tindak tegas pak tedy krna duga libat ksus narkoba tegas profesionalisme jga trlihat tangan ksus ksus sambo kanjuruhan,positif
15/10/2022 02:30:36,bukan baik kerja malah citra semu puja cok wercok kalian sama sekali ubah niat nihil,negatif
15/10/2022 03:04:04,era instansi polisi republik indonesia buruk kerja citra mulai bunuh hingga narkoba bossooookkkk,negatif
15/10/2022 03:05:06,lewat kasus kanjuruhan apresiasi banget kerja jokowi jajar beliau tegas polisi republik indonesia kapolri sampe gemeteran pas pidato bayang jokowi ngomongin apa dah dalem istana,positif
15/10/2022 03:44:00,padahal asrama polisi republik indonesia kalideres mana kerja umur hidup lah pak polisi tentu reward tuk kerja bapak single parent anak sekolah suka kriminal pak matur nuhun,positif
15/10/2022 03:51:46,beri arah jabat tinggi mabes polisi republik indonesia kepala polisi daerah kepala polisi republik indonesia se indonesia istana negara jkt jum at presiden jokowi ungkap keluh masyarakat kerja polisi republik indonesia pungli dekat represif men cari salah gaya hidup mewah,negatif
15/10/2022 04:33:05,baik dulu pak kerja polisi,negatif
15/10/2022 04:39:40,sebenanrnya soal polisi republik indonesia edar pakai rahasia umum sejak zaman dulu cuma gk berani bongkar dkrnakan takut buruk citra polisi mata masyarakat presiden galau krna makin lama kerja polisi makin gk bener makanya kena sidak,negatif
15/10/2022 04:46:15,pertama sejarah presiden kumpul semua jajar polisi republik indonesia sampe bawah tempo singkat pak kerja polisi republik indonesia lebih ayom masyarakat sekaligus cambuk keras main kotor warning,positif
15/10/2022 04:54:18,kayak cuma tim laksana ngurusin finance sama situs ttp apresiasi kerja polisi republik indonesia,positif
15/10/2022 04:58:39,dah dapet tunjang kerja jadi jtan per bulan jendral polisi republik indonesia arti bunya aset milyar perlu nabung jt bulan tahun,positif
15/10/2022 05:00:00,bahkan anggota dpr apresiasi kerja porli makin baik selalubersihkanoknum komitmen tegas polisi republik indonesia,positif
15/10/2022 05:00:00,arti apresiasi kerja polisi republik indonesia hasil tangkap edar selalubersihkanoknum komitmen tegas polisi republik indonesia,positif
15/10/2022 05:00:01,bener wajib apresiasi kerja kapolri selalubersihkanoknum komitmen tegas polisi republik indonesia,positif
15/10/2022 05:00:01,patut apresiasi kerja porli makin baik selalubersihkanoknum komitmen tegas polisi republik indonesia,positif
15/10/2022 05:00:01,wah bagus kerja polisi republik indonesia selalubersihkanoknum komitmen tegas polisi republik indonesia,positif
15/10/2022 06:15:39,prof nasaruddin umar imam besar masjid istiqlal jakarta selaku dewan awas mtq xxix laku kunjung pos aman masjid jam banjarmasin beliau apresiasi kerja polisi republik indonesia khusus polda kalsel aman event nasional,positif
15/10/2022 06:45:41,semangat terus pak kapolri rakyat mayoritas bangga kagum kerja bersih bersih internal polisi republik indonesia keluarga bangga jendral sigit bravo pak kapolri,positif
15/10/2022 06:48:31,smoga bukan cuma slogan twit sana sini buat perhati masyarakat coba tengok kerja kerja anggota dipolsek polisi republik indonesia pungli rajalela layan kurang harmonis,positif
15/10/2022 07:16:12,presiden harus apresiasi kerja kapolri buruk polisi republik indonesia rupa akumulasi buruk rekrutmen latih polisi masa lampau kini beliau malah bongkar keburu polisi republik indonesia susah ungkap kesal kapolri jok,negatif
15/10/2022 07:33:29,jokowi ungkap persepsi masyarakat kerja polisi republik indonesia penuh pungli lalu cari cari salah masyarakat,negatif
15/10/2022 07:36:54,presiden joko widodo jokowi aku diri dapat keluh masyarakat kerja anggota polisi republik indonesia,negatif
15/10/2022 07:41:37,lebih lanjut jokowi ungkap persepsi masyarakat kerja polisi republik indonesia penuh pungli lalu cari cari salah masyarakat sumber cek lapang,negatif
15/10/2022 07:41:40,polisi republik indonesia komitmen serius tangan kasus ferdy sambo buat masyarakat percaya kerja polisi republik indonesia,positif
15/10/2022 07:42:10,benar sangat bukti sekali kerja pak poko tegas ragu,positif
15/10/2022 08:02:00,beliau punya prinsip sangat berani tegas tepat pantas pak tuai banyak puji bagai kalang semenjak polisi republik indonesia bawah pimpin beliau makin lihat polisi republik indonesia punya kerja bagus moga tetap komitmen memperthankan kerja baik,positif
15/10/2022 08:31:11,nyata kerja kapolri dri sbelum mnjadi kapolri tetap konsisten jaga baik profesionalitas tegas paling konsistensi untung banget dapet pimpin sperti beliau,positif
15/10/2022 08:33:55,tangan kapolri listyo sigit prabowo lihat gemetar ikan terang pers kait kerja polisi republik indonesia,negatif
15/10/2022 08:39:45,pimpin tegas profesional selalu depan adil milik komitmen bagus kerja moga indonesia makin baik depan,positif
15/10/2022 08:41:43,tuntas kasus ferdy sambo rupa buah wujud komitmen polisi republik indonesia bukti polisi republik indonesia milik kerja baik,positif
15/10/2022 08:47:34,kasus sambo sedang tangan polisi republik indonesia banyak kasus sedang usut kerja polisi republik indonesia tetap konsisten tegas menjalankanya,positif
15/10/2022 09:11:41,bener bener komitmen laku kerja polisi republik indonesia hingga patut apresiasi,positif
15/10/2022 09:38:29,mungkin naik remunerasi anggota polisi republik indonesia mana iklan kerja pak,positif
15/10/2022 10:07:21,wibawa pak kapolri tindak tegas adil tangan semua kasus sedang jadi masuk kasus djoko tjandra orang buron kasus korupsi hasil tangkap kapolri malaysia memang hebat kerja polisi republik indonesia,positif
15/10/2022 10:44:19,ucap selamat apresiasi personel hasil ungkap kasus atensi resah masyarakat tsb rupa wujud komitmen polisi republik indonesia dukung kerja keras kerjasama luar negeri jalin polisi republik indonesia masyarakat maupun seluruh pihak kait,positif
15/10/2022 10:45:20,kerja plisi,positif
15/10/2022 11:18:03,presiden joko widodo ingat polisi republik indonesia baik kerja kembali percaya masyarakat,negatif
15/10/2022 11:23:14,ttp tegak lurus pak wlaupun banyak hambat tantang sana sini masyarakat msh harap polisi republik indonesia baik kerja citra polisi republik indonesia tindak tegas layan segenap masyarakat,positif
15/10/2022 11:24:48,salut bapak jenderal pol drs listyo sigit prabowo apresiasi setinggi nya kerja pak kapolri langkah bersih borok tubuh polisi republik indonesia ungkap kasus besar libat anggota polisi republik indonesia,positif
15/10/2022 11:30:45,sangat untung pak listyo rakyat banyak beri apresiasi kapolri tanda kerja nilai positif jaman tito kata positif rakyat nilai marwah polisi republik indonesia hancur pimpin tito,positif
15/10/2022 11:35:45,ngebuktiin polisi republik indonesia milik kerja bagus polisi republik indonesia tegas tangan perkara,positif
15/10/2022 11:41:42,kabar baik polisi republik indonesia punya sikap tegas responsif bukti kerja polisi republik indonesia sangat baik,positif
15/10/2022 11:54:36,apresiasi kerja polisi ri pak pak evaluasi recruitment polisi republik indonesia tamat cuma sma masuk jual harta orang tua didik cuma bulan alhasil rata masalah semua,negatif
15/10/2022 11:56:45,sejak pimpin pak ungkap kasus kasus ungkap tindak bersih bersih kapolri upaya buat kapolri makin jadi lebih baik kerja sangat luar biasa,positif
15/10/2022 12:19:38,dukung polisi kerja lebih baik insyaallah banyak polisi baik,positif
15/10/2022 12:37:43,kurang lebih tahun kerja institusi polisi republik indonesia bobrok bobrok sakit masyarakat nyata semua tubuh polisi republik indonesia pak jokowi bongkar tegak disiplin atur bukan bawah atas tinggi jokowi hebat,positif
15/10/2022 15:12:15,pekan panen buat media pilih tajuk utama perintah jokowi baik kerja polisi republik indonesia irjen teddy minahasa langgan beyoutiful tompi lanjut kasus kanjuruhan korban rawat jalan saran restrukturisasi pssi alas amuk pilot lion air anjing,negatif
15/10/2022 15:54:36,gas bahas kerja,positif
15/10/2022 16:37:15,guru besar kriminologi universitas indonesia ui adrianus meliala nilai kerja propam polisi republik indonesia suda berita tarik,positif
15/10/2022 19:06:58,usah ribut soal capres dululah yok kadrun cebong satu awas polisi republik indonesia tentara republik indonesia kerja jabat bela bantu rakyat kecil tindas,negatif
15/10/2022 19:56:44,tweet masyarakat indonesia kerja polisi republik indonesia,negatif
15/10/2022 22:02:58,sisi mlihat sisi maju tegas reformasi polisi republik indonesia tanya skrang brapa kali perlu polisi republik indonesia tuk mlkukan momentum bnyak kjadian mmperburuk wajah kerja intitusi polisi republik indonesia prof btuh brapa momentum prof,positif
15/10/2022 22:34:42,ruwat cr pikir wong soal ktidak profesinalan kerja aparat kok kok lebar mana memang bnyak urus presiden ngak terus terus fokus polisi republik indonesia sj sol sistem kerja efektif trutama awas baik internal dn dpr dan lain,positif
15/10/2022 22:53:14,coret sarang korupsi sarang pungli pampang dinding mako polisi republik indonesia luwu sulawesi selatan,negatif
15/10/2022 23:52:06,banyak lapor dumas adu masyarakat aparat tegak hukum aph sering jadi alat peras orng lapor bahkan terkadang lapor main aparat peras bagi bentuk kolusi oknum aph swasta terkadang lsm jadi,negatif
16/10/2022 00:02:08,apresiasi kerja polisi lebih baik,positif
16/10/2022 00:22:20,janji kapolri baik kerja polisi republik indonesia rusak akibat oknum polisi republik indonesia lakukn langgar hukum tunggu realisasiny publik dibuktikn ketegasn kejujurn tugas polisi republik indonesia melaksanakn tugas tindak tegas oknum polisi salah,negatif
16/10/2022 02:50:34,prihatin benar presiden kumpul petinggi polisi republik indonesia dapat banyak lapor kerja polisi rendah percaya masyarakat kait hedonisme moga jadi lebih baik layan masyarakat,negatif
16/10/2022 03:01:55,kan polisi republik indonesia mah hina terus mbak ngerasa banget salah kerja bagus bilang citra cuma baik kamera dan lain gilir salah orang semua polisi republik indonesia cap jelek brengsek,negatif
16/10/2022 03:11:41,sangat apresiasi kerja ambil langkah tangkap burun dpo bandar judi online tpi rasa terlengkpi jikalaw buron harunmasiku sangka korupsi tangkp pak,negatif
16/10/2022 03:39:23,gejolak tubuh institusi tanda sarang korupsi,negatif
16/10/2022 06:20:46,apresiasi kerja kapolri badko hmi tetap dorong reformasi kultural tubuh polisi republik indonesia,positif
16/10/2022 06:48:05,pak tindak tegas oknum guna wewenang salah atur rusak citra polisi perlu buat atur kpda awas thdp kerja polisi republik indonesia lebih arah layan masyarakat,positif
16/10/2022 07:12:35,tahun hapus dulu tong,negatif
16/10/2022 07:59:09,pantesan sial untun tubi tubi ternak piara buserp malah nambah liat mbabi buta bodo kerja duit duit sontoloyo pak lah belah wnri ideologi duit msh toleransi asuh polisi republik indonesia pulau buru ribu kan,negatif
16/10/2022 08:49:43,balik badai polisi republik indonesia mahfud md ketua dpd ri apresiasi kerja kapolri,ppo
16/10/2022 09:06:40,kerja kapolri sangat keren komitmen anggota turut ikut moga selalu beri lancar pak jalan tugas,positif
16/10/2022 09:44:45,siip pak apresiasi setinggi tinggi kerja polisi republik indonesia lupa pak oknum polisi nakal rusak citra polisi republik indonesia msh liar byk mhn bersih tubuh polisi republik indonesia lupa salut polisi republik indonesia,positif
16/10/2022 11:17:25,patut tiru anggota polisi republik indonesia kerja tegas arah yakin polisi republik indonesia usut tuntas kasus kasus jadi,positif
16/10/2022 11:49:05,neng ngelihat konsistensi kapolri pandang bulu tegak hukum tangkap teddy minahasa jdi salah satu bukti konsisten kerja tindak tegas siapa trbukti mlakukan buat mlawan hukum,positif
16/10/2022 12:29:47,moratorium terima anggota polisi republik indonesia tahun evaluasi total mulai tamtama bintara capa akpol kerja sdm binkar polisi republik indonesia mohon liat bapak moratorium,positif
16/10/2022 12:49:19,kerja polisi republik indonesia pimpin bersih internal bantu masyarakat sangat manfaat dulu sangat skeptis kapan traktir makan murmer rakyat dong pak kayak senior mu neng traktir,p
16/10/2022 13:41:10,soal kerja polisi republik indonesia jokowi kapolri pak listyo head topics,positif
16/10/2022 14:16:11,pimpin pusat satu islam pp per apresiasi sungguh kerja polisi republik indonesia polisi republik indonesia tega hukum benah internal,positif
16/10/2022 15:36:59,jaga naik percaya publik polisi republik indonesia perlu kerja nyata anggota polisi republik indonesia sendiri gantung kapolri jadi bekerjasama bersih nama instansi sama,positif
16/10/2022 15:47:52,memang makin kesini makin lihat kerja sangat baik kapolri jaksa agung tegas profesional tangan kasus sambo bukti komitmen masyarakat,positif
16/10/2022 15:53:55,salut kerja kapolri jaksa agung laksana komitmen sangat baik tegas profesional transparan tangan kasus ferdy sambo bukti,positif
17/10/2022 02:02:40,wahai sepuh polisi republik indonesia kapolri baru buka semua kerja bobrok polisi republik indonesia belum tenang masalah tanya sistem awas kerja kader bagaimana,negatif
17/10/2022 02:23:52,kerja serta teman teman sangat baik utama tangan kasus ferdy sambo gerak hati hati kunci utama selalu sikap tegas cepat usut kasus rupa kerja bagus polisi republik indonesia,positif
17/10/2022 02:53:49,jauh pak laku laku beliau turut perintah pak presiden segera selesai cepat kasus utama kasus ferdy sambo jauh kerja sangat maksimal,positif
17/10/2022 02:55:49,kerja suatu bentuk bukti masyarakat bahwasanya polisi republik indonesia mampu selesai kasus ferdy sambo cepat tepat tangkap laku libat sangat profesional pandang bulu,positif
17/10/2022 03:02:26,titik terang kasus tentu lepas kerja polisi republik indonesia yanh sangat gercep tegas profesional arah pak buka kasus transparan,positif
17/10/2022 03:56:54,polisi republik indonesia jajaranya mendunjukan kerja sangat baik tegas emanangani kasus hadap semangat terus pak,positif
17/10/2022 04:07:01,ada kasus polisi republik indonesia tunjuk kerja profesonal tegas selesai kasus pandang bulu siapa yng libat beri hukum,positif
17/10/2022 04:16:46,apresiasi kerja beliau semua bukti langsung pecah kasus,positif
17/10/2022 04:31:13,bukti jalan polisi republik indonesia lama tunjuk kerja tegas profesional,positif
17/10/2022 04:36:56,memang tagan kasus perlu proses sangat rumit kerja tegas profesional selesai tuntas,positif
17/10/2022 04:49:55,efek tim bayang sangat rasa anggar ancur kerja ancurrrr,negatif
17/10/2022 05:13:11,luar biasa komitmen baik kerja bagus profesional citra polisi republik indonesia makin baik banyak dapat apresiasi masyarakat,positif
17/10/2022 05:20:30,tindak tegas laku kapolri tindak kasus judi online narkoba mantap tahan pak kerja,positif
17/10/2022 05:22:12,benar tugas pokok alih awas kerja polisi republik indonesia ketua hari kompolnas benny mamoto malah duga rintang proses sidi tewas brigpol yosua jadi awas life style polisi keluarga,negatif
17/10/2022 05:23:29,kerja polisi republik indonesia memang patut apresiasi kan langkah tegas cepat megusut kasus brigadir bukti,positif
17/10/2022 05:24:51,langkah ambil polisi republik indonesia sesuai titah pak moga kerja baik kasus brigadir semua kasus pak,positif
17/10/2022 05:28:03,mantap memang laku kerja baik jauh tangan proses lidi kasus tragedi kanjuruhan,positif
17/10/2022 05:32:33,kerja laku tangan proses lidi kasus tragedi kanjuruhan sangat baik proses sangat tegas pandang bulu siapa,positif
17/10/2022 05:37:23,sangat luar biasa kerja kapolri sangat tegas profesional lupa selalu laksana komitmen tegak adil,positif
17/10/2022 05:37:35,masyarakat nyadar laku polisi republik indonesia sangat baik tangan buah kasus kerja polisi republik indonesia akhir akhir memang perlu ragu,positif
17/10/2022 05:48:51,neng banget sma kerja gerak cepat usut tragedi kanjuruhan bentuk tim investigasi usut ksus smpe tuntas pak,positif
17/10/2022 05:58:44,heeh psi ngak apresiasi kerja polisi republik indonesia,negatif
17/10/2022 06:08:00,laku polisi republik indonesia jauh patut apresiasi kerja bukti sangat baik buah moga depan selalu komitmen kerja baik pak,positif
17/10/2022 06:12:51,neng banget kasus laku tegas adil pandang bulu polisi republik indonesia moga kapolri tahan kerja baik,positif
