created_at,new_date,id,id_str,username,tweet,quote_count,reply_count,retweet_count,favorite_count,geo,lang,user_id_str,conversation_id,conversation_id_str,media_url_https,media_type
Sat Oct 08 05:17:50 +0000 2022,08/10/2022 05:17:50,1578615630802342000,1578615630802341888,rioagussetiawan,"@siapkawalpolri siap kawal polri dengan kinerja mereka yg tegak lurus berdasarkan kinerja yg sdh di buktikan, PC dan suaminya resmi ditahan dan jadi tersangka\n\n#SiapKawalPolri \n#TegasTegakLurus",1,0,0,2,,in,156587771,1578319780825923600,1578319780825923589,,
Sat Oct 08 05:17:59 +0000 2022,08/10/2022 05:17:59,1578615668764659700,1578615668764659712,jemimahrnia,Dari Tweet ini kita belajar bahwa udah gaada yg percaya dg kinerja Polri,0,0,0,1,,in,79354930,1578267105551872000,1578267105551872000,https://pbs.twimg.com/media/FehelTRVEAAULaY.jpg,photo
Sat Oct 08 06:20:43 +0000 2022,08/10/2022 06:20:43,1578631458784436200,1578631458784436224,islczrl,"@Alfa_Rohadi seperti nya ada yg sengaja menggembosi kinerja baik Kapolri Jenderal @ListyoSigitP  \nSoal nya banyak petinggi polri ada di stadion, tapi terjadi pembiaran penembakan gas am, nyatanya mereka melihat dan menyaksikan peristiwa itu.",0,0,0,0,,in,319652937,1578267105551872000,1578267105551872000,,
Sat Oct 08 06:27:13 +0000 2022,08/10/2022 06:27:13,1578633094374256600,1578633094374256640,wonkleon,"@opposite090l92 #BubarkanPolri adakah disini yg merasakan kinerja nyata Polri selama ini? Selain bikin SKCK,SIM &amp; STNK",0,0,0,0,,in,1467688448496586758,1578335856703709200,1578335856703709184,,
Sat Oct 08 07:05:22 +0000 2022,08/10/2022 07:05:22,1578642693013454800,1578642693013454848,BasianKrupuk,tetap semangat belajar adik2.\n\nBapak2 Polisi ini siap memberikan rasa aman untuk belajar &amp; bermain.\n\nSemoga Bapak Kapolri @ListyoSigitP memberikan atensi lebih untuk kinerja anggota disana.\n\ncc: @DivHumas_Polri https://t.co/ZDHnGtcA3d,0,0,0,0,,in,1422445897355436035,1578267105551872000,1578267105551872000,,
Sat Oct 08 07:09:43 +0000 2022,08/10/2022 07:09:43,1578643790004637700,1578643790004637701,TolikaraPolres,"@KompasTV @DivHumas_Polri gimana mau naik kepercayaan rakyat, anggota nya saja masih menjadi penjahat. Hasil survey kepuasan publik dengan kinerja institusi polri apa masih bisa di pakai lagi. Mohon di perbaiki di semua jajaran @ListyoSigitP",0,0,0,1,,in,1300280897896210434,1578643790004637700,1578643790004637701,https://pbs.twimg.com/media/Feh4JghUUAchqhD.jpg,photo
Sat Oct 08 08:45:20 +0000 2022,08/10/2022 08:45:20,1578667850285609000,1578667850285608960,txtdrberseragam,Kinerja positif dari @DivHumas_Polri menjawab kegelisahan publik. Ditahannya Putri Candrawathi bakal bikin polri makin mudah menggali informasi. \n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia\nhttps://t.co/kIPdAXwFRp,786,1337,5902,41958,,qme,1233351780332900352,1578667850285609000,1578667850285608960,https://pbs.twimg.com/media/FeiOChgakAAAoGU.jpg,photo
Sat Oct 08 10:23:41 +0000 2022,08/10/2022 10:23:41,1578692601024168000,1578692601024167936,lawak_king,Salah satu faktor penting menguatnya kepercayaan publik adalah karena kinerja @DivHumas_Polri yang konsisten. Penahanan Putri Candrawathi jadi bukti betapa seriusnya polri menangani kasus ini. \n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/NbT4Tru2ke,0,0,0,0,,in,1556613588697001989,1578366433800913000,1578366433800912903,,
Sat Oct 08 16:48:27 +0000 2022,08/10/2022 16:48:27,1578789432580509700,1578789432580509696,corinasocialy,Aremania mengapresiasi kinerja Polri dalam mengusut tuntas atas tragedi stadion Kanjuruhan.  Semoga yang memiliki andil dalam tragedi ini mendapat hukuman setimpal. #TegasTegakLurus\n#SiapKawalPolri https://t.co/72VFAY8FJY,0,0,0,0,,in,1274354175296409601,1578319074568048600,1578319074568048640,,
Sat Oct 08 17:23:47 +0000 2022,08/10/2022 17:23:47,1578798323611619300,1578798323611619328,ghytsstr,@jokowi \n@ListyoSigitP \n@DivHumas_Polri \n@KomnasHAM \n@OmbudsmanRI137 \n@propampolri \nMasihkah akan terus begini setiap pelaporan?\n dan haruskah kami terus percaya kinerja kepolisian jika seperti ini ? https://t.co/fc1pGMy8bX,0,0,0,1,,in,332657959,1578798323611619300,1578798323611619328,,
Sat Oct 08 18:58:49 +0000 2022,08/10/2022 18:58:49,1578822238278914000,1578822238278914048,Akun_ArsipNKRI,Seneng banget sama kinerja TNI dan Polri yang gercep banget ngelindungin korban dan kasih pertolongan seperti ke mba reva PapuaIndonesia https://t.co/Sv8kRJzBze,0,1,0,8,,in,1574931901034266624,1578801923423350800,1578801923423350785,,
Sat Oct 08 19:45:27 +0000 2022,08/10/2022 19:45:27,1578833975765655600,1578833975765655553,Username_Rico,"@siapkawalpolri Ga sabar sih mengikuti proses persidangan ini, acungkan jempol untuk kinerja kepolisiaan hebat! @ListyoSigitP @DivHumas_Polri",0,0,0,0,,in,522512921,1576607134246051800,1576607134246051840,,
Sun Oct 09 02:33:37 +0000 2022,09/10/2022 02:33:37,1.57894E+18,1578936690965590016,jalanmuter,@siapkawalpolri Atas kinerja @DivHumas_Polri yg baik. Harusnya kepercayaan masyarakat terhadap polri meningkat,0,0,0,0,,in,1462946223002845187,1.57894E+18,1578936690965590016,https://pbs.twimg.com/ext_tw_video_thumb/1578936459611938817/pu/img/qr0i-o-Yhlww9FKF.jpg,photo
Sun Oct 09 05:17:30 +0000 2022,09/10/2022 05:17:30,1578977936837087200,1578977936837087233,masoink_,"@hahahihiiiii99 @embokembok @darkestdayyss @AremaCorner @siyokjombang @KabarBonek @persebayaupdate Yang kamu sampaikan fakta soal pemain Persebaya di serang di saat keluar area stadion, tapi ada hal lebih esensial karena berhubungan dengan banyak nyawa tak berdosa, biarkan itu jadi fokus, karena itu pintu masuk untuk merubah federasi bahkan kinerja POLRI. ini soal prioritas!",0,0,0,0,,in,1486877905,1578753861745270800,1578753861745270784,,
Sun Oct 09 10:31:22 +0000 2022,09/10/2022 10:31:22,1579056922816557000,1579056922816557056,rifqiazizian,@siapkawalpolri kita patut apresiasi sih kinerja polri dan pak @ListyoSigitP yg udah serius nangani kasus FS,0,0,0,0,,in,1090601597657174016,1579056922816557000,1579056922816557056,,
Sun Oct 09 10:35:47 +0000 2022,09/10/2022 10:35:47,1579058036014207000,1579058036014206976,Jepretologi_,@mohmahfudmd Saya sepakat dgn statement P Mahfud. Kita tetap akan giring perkara ini agar tetap masuk rasa Pidana. Disisi lain kita masyarakat akan tau kalau pelaku ini akan mendapatkan sanksi yg setimpal. Kita juga akan tetap memantau kinerja POLRI dlm melaksanakan tugasnya.,0,0,0,0,,in,1091030198026293249,1579058036014207000,1579058036014206976,https://pbs.twimg.com/ext_tw_video_thumb/1579057971661000706/pu/img/CPUKa0IStcsXLPnz.jpg,photo
Sun Oct 09 10:52:54 +0000 2022,09/10/2022 10:52:54,1579062342171906000,1579062342171906048,dikexunsi,"@siapkawalpolri Wah good job banget atas kinerja nya @DivHumas_Polri dan pak @ListyoSigitP , kasus ini bisa sampai tahap kedua, semoga segera terungkap",0,0,0,0,,in,1530354568978378752,1579062342171906000,1579062342171906048,https://pbs.twimg.com/ext_tw_video_thumb/1579061809117810689/pu/img/-WHiegx7rkTbigyZ.jpg,photo
Sun Oct 09 13:41:49 +0000 2022,09/10/2022 13:41:49,1579104851874967600,1579104851874967552,Zaenudi03968643,"@siapkawalpolri Menangani kasus ini dengan baik, wajar banyak pihak mengapresiasi kinerja beliau @ListyoSigitP @DivHumas_Polri",0,0,0,0,,in,1292515602829963264,1579104851874967600,1579104851874967552,https://pbs.twimg.com/ext_tw_video_thumb/1579104752331210752/pu/img/zKb-cIIYS-55ZEHu.jpg,photo
Sun Oct 09 14:07:51 +0000 2022,09/10/2022 14:07:51,1579111401376731100,1579111401376731136,Arifinfahmi8,"@siapkawalpolri sudah tentu puas banget, hal ini juga tak lepas dari kinerja Pak Jendral @ListyoSigitP dan seluruh jajaran kepolsiaan @DivHumas_Polri",0,0,0,0,,in,1542907330374692865,1579111401376731100,1579111401376731136,,
Sun Oct 09 14:44:08 +0000 2022,09/10/2022 14:44:08,1579120532548558800,1579120532548558848,tariaaadwi,@siapkawalpolri saya sngat menunggu sih proses hukum ini. terap di awasi dan jangan sampai sia2 atas kinerja yg sudah dilakukan @ListyoSigitP @DivHumas_Polri,0,0,0,0,,in,1552194868453068800,1578946914376355800,1578946914376355840,,
Sun Oct 09 16:00:33 +0000 2022,09/10/2022 16:00:33,1579139765701468200,1579139765701468160,imelani12z,@siapkawalpolri respect besar dengan kinerja @DivHumas_Polri dan kapolri dengan berani mengusut kasus ini. Hebat sekali @ListyoSigitP,0,0,0,0,,in,1552202290081431552,1578589375528829000,1578589375528828928,,
Sun Oct 09 16:29:05 +0000 2022,09/10/2022 16:29:05,1579146944102150100,1579146944102150145,dayleeharry,"@siapkawalpolri Apapun itu diantara dua pilihan itu, yang penting menjadi pelajaran untuk kita semua. respect besar juga untuk kinerja kepolsiian @DivHumas_Polri dan Pimpinan @ListyoSigitP",0,3,0,0,,in,1079021857,1578748906422554600,1578748906422554625,,
Mon Oct 10 00:58:44 +0000 2022,10/10/2022 00:58:44,1579275201820651500,1579275201820651520,channel_fyi,"@siapkawalpolri kinerja polri luarbiasa cepet dan komprehensif, sekarang masyarakat tinggal nunggu proses sidang aja @KejaksaanRI @DivHumas_Polri @ListyoSigitP @ST_Burhanuddin \n#SiapKawalPolri\n#KejaksaanRI",0,0,0,0,,in,1446167428099022866,1578589375528829000,1578589375528828928,,
Mon Oct 10 01:02:13 +0000 2022,10/10/2022 01:02:13,1579276078555635700,1579276078555635712,dbokhorrma,"@siapkawalpolri Ikut apresiasi juga, karena kinerja kepolisiaan patut di banggakan dalam menguak kasus ini @ListyoSigitP @DivHumas_Polri. Proses selanjutnya kami ikut memantau dari sini agar masyarakan tahu FS dihukum seadil2nya.",0,0,0,0,,in,1500634664272535554,1578950283602055200,1578950283602055169,,
Mon Oct 10 02:29:07 +0000 2022,10/10/2022 02:29:07,1579297949196378000,1579297949196378112,SiYeuu,"@siapkawalpolri Sudah mengarah ke bangku persidangan nih, kinerja kepolisian tidak sia-sia. @ListyoSigitP @DivHumas_Polri  semoga bisa konsisten juga dalam menangani persidangan nanti.",0,0,0,0,,in,1578596548115505152,1.57829E+18,1578285440867930113,,
Mon Oct 10 03:50:58 +0000 2022,10/10/2022 03:50:58,1579318545196142600,1579318545196142592,tariaaadwi,"@siapkawalpolri Sangat puas, ini berkat kinerja polri yang sejauh ini sangat memuaskan dan berkomitmen.. terimakasih pak @ListyoSigitP",0,0,0,0,,in,1552194868453068800,1577575536637120500,1577575536637120512,,
Mon Oct 10 04:10:26 +0000 2022,10/10/2022 04:10:26,1579323443962871800,1579323443962871808,ghinaarizka,@siapkawalpolri Puas banget dgn kinerja polri yang tegas dalam menentukan bahwa FS ini resmi jadi tahanan kejagung. semoga hukumannya tidak pandang bulu @ListyoSigitP @DivHumas_Polri,0,0,0,0,,in,1578679737819443200,1577907471032946700,1577907471032946689,,
Mon Oct 10 04:12:35 +0000 2022,10/10/2022 04:12:35,1579323986483482600,1579323986483482627,tariaaadwi,@siapkawalpolri @ListyoSigitP Aku harap sih @DivHumas_Polri kedepannya dalam segala layanannya bebas dri pungli. Semoga juga kinerja kepolisian dlm penanganan ksus Sambo bisa nular ke penanganan ksus lainnya,0,0,0,0,,in,1552194868453068800,1577940221504938000,1577940221504937989,,
Mon Oct 10 04:18:51 +0000 2022,10/10/2022 04:18:51,1579325561981538300,1579325561981538304,tariaaadwi,@siapkawalpolri Sependapat aku tuh sama Prof @mohmahfudmd klo Pak @ListyoSigitP  mesti melakukan reformasi kultural ditubuh @DivHumas_Polri. Reformasi kultural dibutuhkan demi memperbaiki kinerja kepolisian agar lebih baik lgi,0,0,0,0,,in,1552194868453068800,1577975208962822100,1577975208962822144,,
Mon Oct 10 04:36:03 +0000 2022,10/10/2022 04:36:03,1579329890276761600,1579329890276761605,tariaaadwi,@siapkawalpolri Manteb bener deh kinerja @DivHumas_Polri dgn cepatnya menyerahkan berkas 11 tersangka ke @KejaksaanRI. Semoga Kejagung bisa memproses berkas perkara ini dgn sebaik-baiknya,0,0,0,0,,in,1552194868453068800,1578207681906872300,1578207681906872320,,
Mon Oct 10 04:45:37 +0000 2022,10/10/2022 04:45:37,1579332299786956800,1579332299786956801,totonnotot,"Rakernis fungsi Samapta TA 2022, Kapolda Sumsel ; “Tingkatkan kinerja jajaran menuju Polri PRESISI” https://t.co/n87216y9j5",0,0,0,0,,in,1578082522818555905,1577907471032946700,1577907471032946689,,
Mon Oct 10 05:09:33 +0000 2022,10/10/2022 05:09:33,1.57934E+18,1579338324179030016,bastianfebri1,"lengkap sudah penahanan thdp para tersangka kasus brigadir j, cukup puas dengan kinerja @DivHumas_Polri dengan terus melakukan pengambilan sikap yg tegas juga adil\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/P0C17b9zVF",0,0,0,0,,in,1578681936205135873,1.57829E+18,1578285440867930113,,
Mon Oct 10 05:20:09 +0000 2022,10/10/2022 05:20:09,1579340991341133800,1579340991341133824,bastianfebri1,"Mahfud MD, mengapresiasi kinerja dan koordinasi antara Kejaksaan Agung dan Polri dalam penanganan perkara kasus Ferdy Sambo. #Kapolri #SiapKawalPolri https://t.co/JsnZn7AtLr",0,0,0,0,,in,1578681936205135873,1578351987363836000,1578351987363835904,,
Mon Oct 10 05:44:49 +0000 2022,10/10/2022 05:44:49,1579347197262430200,1579347197262430208,_ceciliauw,"@siapkawalpolri Mantap si kinerja kepolisian, tinggal ditindak lanjutin oleh para jaksa dikejakssan.. semangat semuanya @DivHumas_Polri @KejaksaanRI",0,0,0,0,,in,1558401771579400192,1577907471032946700,1577907471032946689,,
Mon Oct 10 05:48:38 +0000 2022,10/10/2022 05:48:38,1579348157204693000,1579348157204692994,sindiiastridaa,"@siapkawalpolri keren si @ListyoSigitP @DivHumas_Polri , menyerah kan bukti bukti yang ada ke @KejaksaanRI  dan menetapkan tersangka . Ini kinerja yang sangat baik dan tegas, respect.",0,0,0,0,,in,1576124137923399680,1577907471032946700,1577907471032946689,,
Mon Oct 10 05:57:43 +0000 2022,10/10/2022 05:57:43,1579350442861289500,1579350442861289473,sekarayuuuw,@siapkawalpolri sangat puas dengan kinerja @ListyoSigitP @DivHumas_Polri @KejaksaanRI yang sudah menetapkan FS sebagai tersangka. respect,0,0,0,0,,in,1248689343822094336,1577482770506735600,1577482770506735617,,
Mon Oct 10 06:16:03 +0000 2022,10/10/2022 06:16:03,1579355058344714200,1579355058344714240,sekarayuuuw,Gw juga sepakat sejauh ini kinerja polri lumayan cukup baik dari segala sisi. Salah satu momen pak @ListyoSigitP untuk memperbaiki citra polri\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/PlLBar08YI,0,0,0,0,,in,1248689343822094336,1577955042044543000,1577955042044542976,,
Mon Oct 10 06:17:35 +0000 2022,10/10/2022 06:17:35,1579355442308075500,1579355442308075520,sekarayuuuw,"@siapkawalpolri Akan semakin meningkat, dilihat kinerja team Polri dalam mengusut kasus ini dengan sungguh-sungguh dan transparan @ListyoSigitP @DivHumas_Polri",0,0,0,0,,in,1248689343822094336,1577975208962822100,1577975208962822144,,
Mon Oct 10 06:37:26 +0000 2022,10/10/2022 06:37:26,1579360437950632000,1579360437950631936,hu_beritapagi,"@siapkawalpolri kinerja @ListyoSigitP dan @DivHumas_Polri benar-benar luar biasa, sekarang hanya perlu menunggu persidangan dan ferdy sambo dan loyalitas nya bisa masuk penjara.",0,0,0,0,,in,547044316,1579360437950632000,1579360437950631936,,
Mon Oct 10 06:48:06 +0000 2022,10/10/2022 06:48:06,1579363123836117000,1579363123836116993,IqwalPratama,"@siapkawalpolri Memang makin kesini polri semakin tegas dalam menangani kasus sambo, transparan dan adil tidak diragukan lagi memang kinerja polri @ListyoSigitP",0,0,0,0,,in,1572154788435095553,1579363123836117000,1579363123836116993,https://pbs.twimg.com/media/FesGY64VQAEE_FH.jpg,photo
Mon Oct 10 07:15:41 +0000 2022,10/10/2022 07:15:41,1579370066998853600,1579370066998853632,presisi_polisi,"@siapkawalpolri Setuju banget, bisa untuk membersihkan nama polri juga. Yang lama yang kinerja nya kurang bagus bisa digantikan dengan yang lebih baik. Semangat terus polri @ListyoSigitP",0,0,0,1,,in,745261413183041536,1579370066998853600,1579370066998853632,https://pbs.twimg.com/ext_tw_video_thumb/1579370018474586112/pu/img/uEWIqnuiKSamtLl3.jpg,photo
Mon Oct 10 07:22:28 +0000 2022,10/10/2022 07:22:28,1579371771996045300,1579371771996045312,jamilahchr_,"@siapkawalpolri Sangat puas, tambah puas lagi dia kalau sudah ada hasil putusan sidang hukuman apa yang dia dapat. Yaa semoga dihukum berat sih pastinya. Ini semua berkat kinerja polri yang selalu tegas dan adil, bravo @DivHumas_Polri @ListyoSigitP",0,0,0,0,,in,1558724673151836160,1577975208962822100,1577975208962822144,,
Mon Oct 10 07:34:56 +0000 2022,10/10/2022 07:34:56,1579374911721975800,1579374911721975809,dnianggr77,@siapkawalpolri Mnurut ana reformasi kultural ditubuh @DivHumas_Polri memang mendesak untuk segera dilakukan. kalo udh dilakukan reformasi kultural pasti kedepannya kinerja kepolisian bakalan smakin baik lagi,0,0,0,0,,in,1370628252952268801,1577975208962822100,1577975208962822144,,
Mon Oct 10 07:38:07 +0000 2022,10/10/2022 07:38:07,1579375711579951000,1579375711579951104,dnianggr77,"@siapkawalpolri Bener banget, sudsh tidak diragukan lagi kinerja polri @ListyoSigitP dalam penanganan kasus ini. Tinggal menunggu hasil putusan sidang ya, semangat👏",0,0,0,0,,in,1370628252952268801,1577907471032946700,1577907471032946689,,
Mon Oct 10 08:49:42 +0000 2022,10/10/2022 08:49:42,1579393726912532500,1579393726912532480,EnggiWijaya005,"@CNNIndonesia Kalo POLRI mau legowo ngaku salah, semua orang bisa terima kok.. \n\nLahh statement begini kan bikin orang pada panas lagi, makin gak percaya dah ama kinerja Polisi..",0,0,0,0,,in,1546662489026629633,1579393726912532500,1579393726912532480,https://pbs.twimg.com/media/FesiOTyaUAAWB7T.jpg,photo
Mon Oct 10 09:20:46 +0000 2022,10/10/2022 09:20:46,1579401544705118200,1579401544705118212,AnitaMa76183265,@ST_Burhanuddin sudah membantu kinerja Polri yang sangat berat artinya kasus ini bukan kasus biasa karena harus diselesaikan oleh banyak pihak dan bnyk kemajuan kasus ini dlm kejaksaan\n#SiapKawalPolri     \n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/dUZIcdacOU,0,0,0,0,,in,1573417284030590976,1578589375528829000,1578589375528828928,,
Mon Oct 10 10:15:03 +0000 2022,10/10/2022 10:15:03,1579415202805997600,1579415202805997570,AnneAlsa,@siapkawalpolri Ana kasih 5 jempol deh buat kinerja @DivHumas_Polri dlm penanganan ksus Sambo. Ketegasan serta profesionalitas Kapolri @ListyoSigitP juga sngat layak utk diapresiasi,0,0,0,0,,in,1501441381692182530,1579034115772682200,1579034115772682240,,
Mon Oct 10 10:31:52 +0000 2022,10/10/2022 10:31:52,1579419434380570600,1579419434380570625,lestari_cheryl,"@siapkawalpolri pak @ListyoSigitP dan @DivHumas_Polri sudah melakukan kinerja dengan tegas dan profesional dalam proses menangani penyelidikan kasus ferdy sambo dan loyalitas nya, good job.",0,0,0,0,,in,1558846554466791428,1578270904156819500,1578270904156819456,,
Mon Oct 10 10:42:49 +0000 2022,10/10/2022 10:42:49,1579422192475201500,1579422192475201537,lestari_cheryl,@siapkawalpolri @ListyoSigitP Saat ini @DivHumas_Polri mesti melakukan reformasi besar-besaran pasca kasus FS. Reformasi ini penting dilakukan demi memperbaiki kinerja Polri &amp; mngembalikan lgi kpercayaan publik,0,0,0,0,,in,1558846554466791428,1577955042044543000,1577955042044542976,,
Mon Oct 10 10:45:27 +0000 2022,10/10/2022 10:45:27,1579422855162646500,1579422855162646528,lestari_cheryl,@siapkawalpolri @ListyoSigitP melakukan kinerja dengan baik dan berhasil menyelesaikan kasus ferdy sambo dan melakukan bersih-bersih anggota kapolri. semoga kedepannya @DivHumas_Polri menjadi lebih baik. @ListyoSigitP,0,0,0,0,,in,1558846554466791428,1577907471032946700,1577907471032946689,,
Mon Oct 10 10:47:57 +0000 2022,10/10/2022 10:47:57,1579423482685059000,1579423482685059072,syauqi_rahmatt,@siapkawalpolri puas dengan kinerja @DivHumas_Polri @ListyoSigitP ini adalah kemajuan dalam kasus Sambo @KejaksaanRI,0,0,0,0,,in,1578363749479911424,1577955042044543000,1577955042044542976,,
Mon Oct 10 11:00:10 +0000 2022,10/10/2022 11:00:10,1579426556984066000,1579426556984066049,lestari_cheryl,@siapkawalpolri Berkat kinerja dari Pak @ListyoSigitP bersama @DivHumas_Polri kasus ini pun telah hampir memasuki babak akhir,0,0,0,0,,in,1558846554466791428,1577559901370744800,1577559901370744832,,
Mon Oct 10 11:04:15 +0000 2022,10/10/2022 11:04:15,1579427584383025200,1579427584383025153,DeckyYM,"@siapkawalpolri Hebat. Kinerja polri patut diapresiasi, tegas dan profesional dalam menegakkan keadilan dan menangani setiap kasus. Semoga kedepannya tetap konsistensi @ListyoSigitP",0,0,0,3,,in,86932181,1579422930781732900,1579422930781732864,,
Mon Oct 10 11:18:51 +0000 2022,10/10/2022 11:18:51,1579431258396192800,1579431258396192772,bhfvhgh,"@siapkawalpolri nggak sabar nunggu persidangan kasus kematian Brigadir J, kinerja @ListyoSigitP dan @DivHumas_Polri dalam menangani kasus benar-benar perlu mendapatkan apresiasi.",0,0,0,0,,in,1551535188139593730,1579431258396192800,1579431258396192772,https://pbs.twimg.com/media/FetEGP7VIAAbQG0.png,photo
Mon Oct 10 11:29:06 +0000 2022,10/10/2022 11:29:06,1579433841139544000,1579433841139544064,syauqi_rahmatt,Survei dari @hariankompas telah menjadi bukti otentik. Bahwa kinerja positif polri turut menaikkan kepercayaan masyarakat kepada polri.\n#Siapkawalpolri\n#Polrimakinbaik\n#Kapolriberantasmafia https://t.co/QXwjx1vq7s,0,0,0,0,,in,1578363749479911424,1578573903685128200,1578573903685128192,,
Mon Oct 10 11:45:17 +0000 2022,10/10/2022 11:45:17,1579437913699680300,1579437913699680261,fiaaay8,"@siapkawalpolri Betul banget, kinerja polri dalam penanganan kasus ini memang tegas, adil dan profesional. Selanjutnya tinggal hasil putusan sidangnya nih ya @ListyoSigitP",0,0,0,0,,in,1577675823360114688,1578270904156819500,1578270904156819456,,
Mon Oct 10 12:22:25 +0000 2022,10/10/2022 12:22:25,1579447255857516500,1579447255857516546,pramusetya_r,@siapkawalpolri Dengan ditetapkannya 3 polisi dalam tragedi ini membuktikan kinerja polri yang tegas dan adil tanpa pandang bulu. Semoga proses penanganan kasus ini cepat selesai @ListyoSigitP,0,0,0,0,,in,1578219299747278849,1577482770506735600,1577482770506735617,,
Mon Oct 10 12:27:40 +0000 2022,10/10/2022 12:27:40,1579448577344295000,1579448577344294912,Ak_ko567,@txtdrberseragam bisa2ny polri gak tau klw itu kadaluarsa!!! ktauan bngt kinerja polri itu gmna... dpenjara gk anak buahny??? GILAA POLRI MAKIN KESINI MAKIN KESANA😡😡,0,0,0,0,,in,1550002443790217217,1577482770506735600,1577482770506735617,,
Mon Oct 10 12:33:34 +0000 2022,10/10/2022 12:33:34,1579450061301649400,1579450061301649409,kstmlm,@CNNIndonesia Yang bisa audit/evaluasi kinerja pulici siapa yahh? Anjirla kalo perusahaan komersil kinerja sama servicenya kaya polri udah musnah kebanyakan blunder. Coba membernya kuliahin dulu minimal S1 biar pola pikirnya agak kritis bisa bedain mana yg wajar mana yang engga,0,0,0,0,,in,1441368097655386115,1577907471032946700,1577907471032946689,,
Mon Oct 10 12:34:43 +0000 2022,10/10/2022 12:34:43,1579450353774661600,1579450353774661632,joantica_dinda,"@siapkawalpolri Kinerja Kapolri sangat baik dan tegas. @ListyoSigitP @DivHumas_Polri sudah dibuktikan dengan apa yang dilakukan sebelum nya seperti penahanan PC dan menjadi kan FS sebagai tersangka, profesional memang pak @ListyoSigitP @DivHumas_Polri .",0,0,0,0,,in,1578676926616506368,1579034115772682200,1579034115772682240,,
Mon Oct 10 12:49:23 +0000 2022,10/10/2022 12:49:23,1579454045282238500,1579454045282238464,Laurasyifa7,"@siapkawalpolri @ListyoSigitP Tidak diragukan lagi memang kinerja polri, sangat tegas dan profesional tanpa pandang bulu. Semoga sekaligus bisa mengembalikan kepercayaan masyarakat terhadap polri @ListyoSigitP",0,0,0,0,,in,1578223732552011776,1578573903685128200,1578573903685128192,,
Mon Oct 10 13:16:54 +0000 2022,10/10/2022 13:16:54,1579460970396913700,1579460970396913665,Ak_ko567,@siapkawalpolri Audah tidak diragukan kinerja polri.. profesional dan transparan @ListyoSigitP \n#TegasTegakLurus,0,0,0,0,,in,1550002443790217217,1577975208962822100,1577975208962822144,,
Mon Oct 10 13:33:16 +0000 2022,10/10/2022 13:33:16,1579465086112247800,1579465086112247808,Jepretologi_,@siapkawalpolri @ListyoSigitP Patut diapresiasi kinerja polri yang tegas dan cepat dalam menangani kasus ini. Masyarakat sangat berharap ada titik terang dalam penanganan kasus ini usut terus sampai tuntas @ListyoSigitP,0,0,0,0,,in,1091030198026293249,1579465086112247800,1579465086112247808,https://pbs.twimg.com/media/FetjIAwaUAENUgK.jpg,photo
Mon Oct 10 13:35:04 +0000 2022,10/10/2022 13:35:04,1579465541106139100,1579465541106139138,Laurasyifa7,@siapkawalpolri Memang tidak perlu diragukan lagi kinerja dari pak @ListyoSigitP @DivHumas_Polri terkenal dengan ketegasan dan profesional nya dalam menuntaskan kasus ini. Dengan ditahannya PC pasti bisa meningkatkan kepercayaan publik terhadap polri.,0,0,0,0,,in,1578223732552011776,1577559901370744800,1577559901370744832,,
Mon Oct 10 13:42:05 +0000 2022,10/10/2022 13:42:05,1579467304735502300,1579467304735502337,Laurasyifa7,"@siapkawalpolri Kinerja polri saat ini memang sudah terbaik dan transparan, bravo @ListyoSigitP @DivHumas_Polri",0,0,0,0,,in,1578223732552011776,1579125573904846800,1579125573904846848,,
Mon Oct 10 13:44:11 +0000 2022,10/10/2022 13:44:11,1579467836342558700,1579467836342558722,teenbewe,@siapkawalpolri Gua rasa makin ke sini kita bisa melihat profesionalisme kinerja @DivHumas_Polri &amp; @KejaksaanRI dlm penanganan ksus kematian brigadir J. Big applause👏 trhadap kerja keras polri &amp; kejaksaan smoga kedepannya bisa terus konsisten,0,0,0,0,,in,1430361671684349959,1579412961739051000,1579412961739051008,,
Mon Oct 10 13:58:00 +0000 2022,10/10/2022 13:58:00,1579471309532434400,1579471309532434436,yusigonewild,@siapkawalpolri Kinerja yang baik dari @DivHumas_Polri yang kemudia disambut baik oleh Jaksa Agung Pak @ST_Burhanuddin,0,0,0,0,,in,340744964,1579422930781732900,1579422930781732864,,
Mon Oct 10 13:58:14 +0000 2022,10/10/2022 13:58:14,1579471371486507000,1579471371486507008,makusalari,"@siapkawalpolri Big applause👏 utk kerja keras, kerja cerdas @DivHumas_Polri &amp; @KejaksaanRI dlm menangani kasus kematian brigadir J. Smoga kinerja yg sdh baik ini mampu dipertahankan kedua lembaga",0,0,0,0,,in,1578658592961359877,1578270904156819500,1578270904156819456,,
