created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Sat Sep 03 03:22:38 +0000 2022;1565903064766480400;1565903064766480384;"Harga Jam Tangan Brigjen Andi Rian Diduga Rp 240 Juta, Netizen Lapor Kapolri\nhttps://t.co/Sikua3C6nE";92;337;1237;3479;;in;887743587579944960;1565903064766480400;1565903064766480384;"";"";OposisiCerdas
Fri Sep 02 13:32:56 +0000 2022;1565694263505342500;1565694263505342464;"@DSimarmata Rakyat hrs optimis bahwa polri kita akn jadi lebih baik,kita rakyat harus semangatin pak @ListyoSigitP agar selalu menjunjung tinggi integritas,tdk gampang memperbaiki yg rusak tp bukan berarti tdk bisa di perbaiki,rakyat harus kasih kesempatan dan slalu mengawasi kinerja pejabat";1;0;0;0;;in;1209595071428907008;1565692010866286600;1565692010866286592;"";"";Khojan7
Fri Sep 02 18:32:31 +0000 2022;1565769657356693500;1565769657356693504;"@Miduk17 @DivHumas_Polri Tersangka menjadi dalang dan tdk ditahan, makin gak percaya deh dg kinerja polri bgmn keadilan ini pak @mohmahfudmd  dan pak presiden @jokowi";0;0;0;2;;in;891295676541173762;1565307126368546800;1565307126368546816;"";"";Ardian_thiwul
Fri Sep 02 14:46:38 +0000 2022;1565712812932202500;1565712812932202496;"@DivHumas_Polri Buat survey via Twitter. Maka anda akan tau. Masyarakat yakin transfaran atas kinerja anda atau tidak.";0;0;0;0;;in;1485191331328577538;1565505213855072300;1565505213855072256;"";"";gzambulllll
Sat Sep 03 04:50:28 +0000 2022;1565925169918382000;1565925169918382080;"Mahfud: Kasus F. Sambo tak bisa jadi acuan bhw publik akan kehilangan kepercayaan scr penuh kpd institusi Polri, sebab survei postif kinerja tsb.dilakukan dgn metodologi yg digunakan sdh mencakup utk memotret publik Indonesia scr keseluruhan.\n#polripresisi\nhttps://t.co/saMYZ8vpGN";0;0;0;0;;in;2584924543;1565925169918382000;1565925169918382080;"";"";YukToleran
Fri Sep 02 22:57:28 +0000 2022;1565836332475498500;1565836332475498496;"@detikcom Jgn cm di prose's tp nga ada lanjutan nya, perbaiki kinerja polri jgn bikin malu, harus di hukum biar ada efek jera, yg pas sih taruh di depan pasar Selama 24 jam setiap yg lewat boleh mukulin sepertinya itu hukuman yg pas...";0;1;0;0;;in;1184872067155382273;1562343948102029300;1562343948102029312;"";"";amirudi75988223
Fri Sep 02 12:06:53 +0000 2022;1565672607814299600;1565672607814299648;"Dalam 1 menit ada puluhan twitt yang mention ke @mohmahfudmd dan @ListyoSigitP berkaitan dengan kekecewaan dan ketidakpercayaan masyarakat terhadap kinerja Polri dalam kemajuan investigasi Kasus Sambo.\nAyok Pak Menko dan Pak Kapolri, Jangan Takut dengan Mafia serta Kaisar Sambo!!";0;0;0;0;;in;578040184;1565672607814299600;1565672607814299648;"";"";SpesialFollower
Fri Sep 02 22:55:09 +0000 2022;1565835749563723800;1565835749563723776;"@DivHumas_Polri Bagi kami cukup menyimak aktivitas tambang yg ditengarai ilegal di merapi utk melihat kinerja Polri ...dan saat ini masih berlanjut  berarti polri 👎👎👎👎👎👎👎";0;0;0;0;;in;999048565962895360;1565505213855072300;1565505213855072256;"";"";GardaPatria2
Sat Sep 03 05:46:44 +0000 2022;1565939327913275400;1565939327913275393;"penyerahan 14 senjata dan 15 butir peluru di biak ini bukti nyata kinerja TNI membina masyarakat papua berhasil\nbahkan banyak juga anggota KKB sampai panglima yg balik ke NKRI berkat pembinaan yg di lakukan TNI di papua\nsemangat terus untuk TNI Polri agar papua terus kondusif https://t.co/bONjhHpGQR";0;26;0;13;;in;1432297518;1565939321848311800;1565939321848311809;"https://pbs.twimg.com/media/FbtVF_XUIAAhXl0.png";"photo";sundingjalila
Fri Sep 02 19:54:54 +0000 2022;1565790389344534500;1565790389344534528;"@andryan1453 @TheEagle_BEN @DivHumas_Polri @ListyoSigitP Tito Kapolri yang melahirkan banyak Sambo di tubuh polri.!!\nPertanyaan saya mampukah 🧐 Kapolri sekarang bapak @ListyoSigitP mengembalikan Marwah polri sesuai dengan TriBrata &amp; Catur Prasetya Polri tanpa embel" jargon Presisi yg membuat rancu kinerja polri..\n@CCICPolri \n@BSSN_RI https://t.co/NQjAcLhc6Q";0;0;3;34;;in;1222214984358223872;1565703389526507500;1565703389526507525;"https://pbs.twimg.com/media/FbrODxVaQAAQVav.png";"photo";REZIM_ILEGAL
Sat Sep 03 03:29:52 +0000 2022;1565904885111214000;1565904885111214080;"@ocongBoyy @ListyoSigitP Tagar itu adalah bentuk ekpresi kritik masyarakat  yg tak percaya\nAtas kinerja polri \nTerutama soal hukum\n\nDan itu sudah pernah di tanggapi kapolri\n\nWalaupun blm ada efek yg signifikan";0;0;1;1;;in;1084315822464462854;1565852183102627800;1565852183102627840;"";"";Akun___Receh
Sat Sep 03 06:01:02 +0000 2022;1565942927628460000;1565942927628460032;"Kepercayaan yang diberikan masyarakat harus berbanding lurus dengan kinerja nyata dan transparan. Dan menurut saya, polri sudah melakukan itu. Pertahankan dan tingkatkan yak pak @ListyoSigitP \n\n#SiapKawalPolri https://t.co/9zdvz7VQvF";0;0;0;0;;in;1560299013265453057;1565942927628460000;1565942927628460032;"https://pbs.twimg.com/media/FbtYx0aVEAAzczQ.jpg";"photo";rahman21ndd
Fri Sep 02 17:26:45 +0000 2022;1565753107807883300;1565753107807883264;"@kr1t1kp3d45_pro kalau sudah sampai seperti terkomando seperti ini pihak Polri harus membersihkan diri dari oknum seperti ini agar rakyat percaya atas kelembagaan polisi dan kinerja polisi terhadap bngsa dan negara @DivHumas_Polri";0;0;0;0;;in;1154758063267577856;1565605492574957600;1565605492574957568;"";"";MisbahAchmad2
Fri Sep 02 10:44:24 +0000 2022;1565651853508980700;1565651853508980737;"@Kacaback678910 @ListyoSigitP bntar lg bkal ada hasil survey yg menyatakan  puas atas kinerja polri..";0;0;0;0;;in;1515039060615569410;1565533440652767200;1565533440652767232;"";"";buchemalawai63
Fri Sep 02 13:11:11 +0000 2022;1565688791548825600;1565688791548825601;"#HukumCacatUlahRezim Maga ليستر mutalk Coins Polen Çağlar\n\nSumpah makin kesengsem sama kinerja Polri sekarang. Sampe mo bilang:\nSayaaaaang! I love you forever, tudeger, blender, dispenser, helikopterrrrr… https://t.co/OxnxnSeNbk";0;0;2;4;;und;77654478;1565688791548825600;1565688791548825601;"https://pbs.twimg.com/ext_tw_video_thumb/1565688734447611904/pu/img/CKaSTZEzukfxqLni.jpg";"photo";MariaAlcaff
Sat Sep 03 04:35:42 +0000 2022;1565921452137754600;1565921452137754624;"Apa Andi Rian termasuk gerombolan "Samboisme"? \nPendapatan Brigjen Polri (termasuk tunjangan jabatan/kinerja) paling 20 - 25 juta/bln. Kenyataanya memang sulit bergaya hidup hedon dari gaji "halal" Polri  \n@ListyoSigitP @agusandrianto89 @DivHumas_Polri @kompolnas_ri @propampolri";0;0;2;3;;in;187751094;1565921452137754600;1565921452137754624;"";"";masTenky
Fri Sep 02 17:29:53 +0000 2022;1565753894092697600;1565753894092697600;"@KompasTV Sebenernya kekecewaan masyarakat dah di pucuk sama kinerja polri ini, tapi masyarakat bisa apa? 🤪\nMau demo? Mau speak up? Tar yg ada diciduk, diculik, dikriminalisasi, pdhl gaji mereka dr pajak masyarakat jg. Pelayan masyaraktnya bawa senjata soalnya 🤪";0;0;0;2;;in;2155345279;1565555255311749000;1565555255311749120;"";"";kinan_hp
Fri Sep 02 17:21:34 +0000 2022;1565751800116166700;1565751800116166656;"Kinerja Kapolri Listyo Sigit Dinilai Inspira Mampu Wujudkan Polri Presisi: Inisiator Perjuangan Ide Rakyat atau Inspira menyoroti kinerja Kapolri Jenderal Listyo Sigit Prabowo sejak dilantik oleh Presiden Joko Widodo (Jokowi) pada 27 Januari 2021 silam. https://t.co/7zddifNpI9";0;0;0;0;;in;47596019;1565751800116166700;1565751800116166656;"";"";liputan6dotcom
Fri Sep 02 17:19:58 +0000 2022;1565751400222429200;1565751400222429184;"@knpiharis Maksudnya anda tdk mempercayai kinerja @DivHumas_Polri dan Kapolri @ListyoSigitP .Padahal sdh begitu transparannya pengungkapan kasus ini.Lagian perkara ini blm disidangkan.Kok bikin narasi seperti ini?.Apakah anda mau mendegradasikan POLRI yg sedang berusaha keras dlm kasus ini?";0;0;0;0;;in;93704312;1565698019831742500;1565698019831742465;"";"";teodorikgultom
Fri Sep 02 11:25:55 +0000 2022;1565662299469320200;1565662299469320193;"@Darminto55Anto @DivHumas_Polri Sudah 3jm tp gk direspon... kalah kwalitas kinerja Pemprov @DKIJakarta dgn Polri! Pak @ListyoSigitP harusnya Polri bisa mencontoh cara kerja pemprov DKIJakarta baru masyarkat bisa percaya..🙌🏻👍 https://t.co/5KfmQRM1x7";0;0;0;0;;in;1338433730550095873;1565609433518211000;1565609433518211073;"https://pbs.twimg.com/media/FbpZihbX0AMVqVb.jpg";"photo";Hudakeyy
Fri Sep 02 05:13:39 +0000 2022;1565568615923200000;1565568615923200000;"Irwasda Polda Sulsel *Kombes Pol Ai Afriandi S.H.,S.I.K.,M.M..*, Mengecek Aula kesiapan kedatangan Tim Audit Kinerja tahap II Itwasum Polri T.A 2022 Aspek pelaksanaan dan pengendalian.hari Jumat tanggal 2 September 2022 Pukul 08:30 Wita di Aula Mappaodang Mapolda Sulsel. https://t.co/PjacZF90Og";0;0;0;0;;in;1424687099148529665;1565568615923200000;1565568615923200000;"https://pbs.twimg.com/media/FboEWZ0akAAejT6.jpg";"photo";itwasdapolssl
Thu Sep 01 23:53:25 +0000 2022;1565488024439627800;1565488024439627776;"@Rawit234234 @tvOneNews @DivHumas_Polri @ListyoSigitP Memang rsnya susah bs diprcy lg kinerja polisi.msh kurang profesional.buktinya msh ada anggota saat rekonstruksi memanggil TSK FS "Jendral"ini slh satu menunjukkan tdk profesional.beban phsikologis terbawa.seandainya PC msk tahanan,masy jg gak percy,jgn2 ruangan thnannya special";0;0;0;0;;in;1212583561586302977;1565173459872727000;1565173459872727040;"";"";Ferry91978072
Fri Sep 02 07:44:39 +0000 2022;1565606614744420400;1565606614744420353;"#Kapuas barigas bara covid-19 sebagai implementasi transformasi menuju polri yang presisi dalam program prioritas kapolri pada pematapan kinerja pemeliharaan kamtibmas - Humas Polri #Covid #Covid19 https://t.co/z7iFLxcdge";0;0;0;0;;in;3231776798;1565606614744420400;1565606614744420353;"";"";beritacovid
Thu Sep 01 17:17:04 +0000 2022;1565388282212393000;1565388282212392966;"Apa bener hasil survey tingkat kepercayaan masyarakat meningkat atas kinerja @DivHumas_Polri\n\n Bagaimana kok begini sih om @ListyoSigitP";0;0;0;0;;in;871505876510621696;1565388282212393000;1565388282212392966;"";"";LelakiKampungan
Fri Sep 02 08:25:04 +0000 2022;1565616789295607800;1565616789295607808;"@pengarang_sajak Dari dulu pakdhe selalu berkomentar tentang kinerja polri ( bukan kasus Sambo ) di forum resmi, selalu tidak dihiraukan oleh jajaran Polri, apalagi kasus Sambo yang hanya menjawab dari pertanyaan wartawan";0;0;1;5;;in;1106170356795142144;1565556548998353000;1565556548998352896;"";"";cukupremahan
Thu Sep 01 23:53:01 +0000 2022;1565487926058037200;1565487926058037248;"Kasus Ferdy Sambo ini benar2 menunjukkan ketidakbecusan kinerja Polri. Keknya masih lebih berguna para dukun yg nglawan Pesulap merah daripada "Beliau2" ini. \n\nMinimal Dukun ngasih harapan.";0;1;0;0;;in;1382323999066054662;1565487926058037200;1565487926058037248;"";"";azkabsurd1
Thu Sep 01 17:16:21 +0000 2022;1565388101425729500;1565388101425729536;"@DivHumas_Polri Coba bener ga begitu pa @mohmahfudmd ? Sebab sekarang ini setelah rekonstruksi dan kemudian PC ga ditahan, saya sekeluarga satu RT kembali meragukan kinerja tim penyidik dan komutmen Kapollri dlm kasus sambo.. Jangan buru2 senang baru dipuji ndan...";0;0;0;0;;in;634479520;1565154175805444000;1565154175805444096;"";"";Cyko_as_Coky
Thu Sep 01 23:03:05 +0000 2022;1565475359679598600;1565475359679598593;"@Cyko_as_Coky @DivHumas_Polri @ListyoSigitP @jokowi Ya jangan putus asa kita kritik terus kinerja Polri yg TIDAK PROFESIONAL dalam menangani kasus hukum,hukum masih tajam kebawah ke orang orang yg gak punya duit";0;0;0;1;;in;1538827089939353601;1565372547062935600;1565372547062935553;"";"";Jarwo99661180
Thu Sep 01 20:35:08 +0000 2022;1565438128046846000;1565438128046845952;"@tvOneNews Banyak konspirasi yg dibuat sampai publik bosan dengan kinerja @DivHumas_Polri";0;0;0;0;;in;1334579679475376128;1564916702282154000;1564916702282153984;"";"";FebriRoli
Fri Sep 02 01:28:24 +0000 2022;1565511930860580900;1565511930860580865;"@DivHumas_Polri Untuk kinerja POLRI.... \nGak perlu survey2an....\nProtapnya sudah jelas dan baku dari zaman antah berantah.... \n***Tegakkan Kebenaran***\nCukuplah orang2 politik bemain survey2an";0;0;0;0;;in;271182238;1565154287952724000;1565154287952723968;"";"";widyawidhistira
Fri Sep 02 03:45:00 +0000 2022;1565546305429983200;1565546305429983232;"Cepat dan tanggap nih kinerja polri, keren deh #CiptaPeduliKemanusiaan\nWujud Tanggap Bencana https://t.co/kusoVKN87f";0;0;0;0;;in;1411330003929690115;1565546305429983200;1565546305429983232;"https://pbs.twimg.com/media/FbnopEYVEAE5W_F.jpg";"photo";kalengbodinnn
Thu Sep 01 16:12:54 +0000 2022;1565372132975997000;1565372132975996928;"@KaredokLeunca__ Betul Mak, terutama kita pakai komunitas² yg ada untuk membangun kesadaran taat hukum, dimulai dr diri kita. Jujur semakin tidak percaya dgn kinerja polisi @DivHumas_Polri , sungguh tidak adil..";0;0;0;0;;in;950685382051446784;1565353494122377200;1565353494122377218;"";"";KINGsm4kers
Thu Sep 01 19:15:29 +0000 2022;1565418083031756800;1565418083031756800;"@DivHumas_Polri Jgn bohongin masyarakat dgn Survei Abal2 Anda. Pak Kapolri Jauh dari memuaskan, di awal2 nya sdh bagus atas kinerja pak Kapolri, ko yg dibawah Sekarang semakin ngawur ya,Apalagi penyelidikan yg dilakukan HAM tdk sesuai dgn fakta kejadian sebenarnya.";0;0;0;0;;in;1119229125221203968;1565154287952724000;1565154287952723968;"";"";RizalSa19562574
Wed Aug 31 06:31:19 +0000 2022;1564863385963237400;1564863385963237382;"Yang Selogannya Mengayomi Masyarakat .... https://t.co/47qFLAhD4k";299;840;1991;3358;;in;1269807484174123008;1564863385963237400;1564863385963237382;"https://pbs.twimg.com/ext_tw_video_thumb/1564863348558430209/pu/img/94DVg3UL8xD0URYm.jpg";"photo";ZulkifliLubis69
Thu Sep 01 16:02:58 +0000 2022;1565369632709820400;1565369632709820422;"@DivHumas_Polri Saya puas 100% dengan kinerja kepolisian Los Santos https://t.co/OI0pCAeNMJ";0;0;1;0;;in;967290653783683072;1565273537581318100;1565273537581318144;"https://pbs.twimg.com/tweet_video_thumb/FblPYGRaMAA9rxi.jpg";"photo";testme2202
Fri Sep 02 07:37:12 +0000 2022;1565604741480337400;1565604741480337409;"Iya pak dan ibu @DPR_RI\nSaya juga sangat optimis dengan melihat kinerja POLRI dan jajaran @IndonesiaPolice\n#SiapKawalPolri https://t.co/JtG8Dyo64H";0;0;0;0;;in;1551605652589424640;1565604741480337400;1565604741480337409;"";"";juang2982
Fri Sep 02 06:17:35 +0000 2022;1565584706006986800;1565584706006986752;"@__Bungs @ListyoSigitP pesimis kinerja @DivHumas_Polri @ListyoSigitP di kasus FS";0;0;0;3;;in;1562205999041507329;1565566429910352000;1565566429910351873;"";"";paparocknroll82
Fri Sep 02 07:41:27 +0000 2022;1565605812722024400;1565605812722024449;"@tvOneNews Bukan hanya menyakiti hati masyarakat, tapi terutama keluarga alm Brigadir J, jadi makin gk yakin dgn kinerja Polri saat ini.";0;0;0;9;;in;1014834403766239232;1565554130957254700;1565554130957254657;"";"";ayu__mantari
Thu Sep 01 16:37:55 +0000 2022;1565378427838152700;1565378427838152704;"Kata mbak Irma Hutabarat. Hanya monyet yg percaya kinerja &amp; keterangan Polri. Kata Kapolri. Kepercayaan rakyat terhadap Polri hanya 10%, itupun kebanyakan cebong &amp; buzzerRp, satu kolam mereka. https://t.co/j5qlPsAvuG";3;3;119;523;;in;1550044535493099520;1565378427838152700;1565378427838152704;"https://pbs.twimg.com/media/FblXYHdacAAr2JN.jpg";"photo";opposite090l92
Thu Sep 01 17:46:59 +0000 2022;1565395810254454800;1565395810254454785;"@DivHumas_Polri surveynya di mana?😁😁😁 udahlah min,buktiin aja kinerja kalian baik,ga usah pencitraan terus";0;0;0;0;;in;1501500940972859393;1565154287952724000;1565154287952723968;"";"";opiexwiji6666
Fri Sep 02 06:21:53 +0000 2022;1565585787412160500;1565585787412160514;"@kutang_bolong @DivHumas_Polri @ListyoSigitP Walau wartawannya kan wartawan infotainment  tapi mbok yao dijawab yang simpel saja.\n\nKalau sidah gini, kan malah repot sendiri to ?\n\nWong sekarang hampir semua orang melototi kinerja Polri.";0;1;1;0;;in;1554072679204139009;1565528581467697200;1565528581467697152;"";"";Muhadjir_M
Thu Sep 01 06:07:28 +0000 2022;1565219770450202600;1565219770450202625;"Irwasda Polda Sulsel *Kombes Pol Ai Afriandi S.H.,S.I.K.,M.M..*, Melaksanakan Rapat kesiapan kedatangan Tim Audit Kinerja tahap II Itwasum Polri T.A 2022 Aspek pelaksanaan dan pengendalian. https://t.co/e73y6hNhyF";0;0;0;0;;in;1424687099148529665;1565219770450202600;1565219770450202625;"https://pbs.twimg.com/media/FbjHFK2aIAEJjQ0.jpg";"photo";itwasdapolssl
Thu Sep 01 05:57:15 +0000 2022;1565217198322360300;1565217198322360320;"Ketua Komnas HAM memuji kinerja Polri dalam mengusut kasus dugaan pembunuhan berencana terhadap Brigadir Yosua. Begini kata Komnas HAM. https://t.co/rAnOAKUkWP";1;0;0;1;;in;69183155;1565217198322360300;1565217198322360320;"";"";detikcom
Thu Sep 01 11:43:30 +0000 2022;1565304336464646100;1565304336464646144;"@jaksapedia Dengan adanya team dari @KejaksaanRI tentunya sangat membantu pihak POLRI dalam pengusutan. Dilihat dari kinerja kejaksaan kemarin-kemarin yang oke. Saya harap kasus ini juga cepat selesai setelah kejaksaan berpartisipasi";0;0;0;0;;in;1549444078286573568;1564931010013298700;1564931010013298689;"";"";heped08
Thu Sep 01 08:54:16 +0000 2022;1565261748122181600;1565261748122181632;"@DivHumas_Polri Min buat polling online perihal kepuasan kinerja polri, aku bakal lgsg isi dgn kesungguhan hati";0;0;0;0;;in;998740116;1565154287952724000;1565154287952723968;"";"";sarungkotak2
Thu Sep 01 08:36:31 +0000 2022;1565257282627063800;1565257282627063810;"Ketua Komnas HAM Puji Kinerja Polri Usut Kasus Pembunuhan Yosua https://t.co/SIQytOjef1";0;0;0;0;;in;1478290633731162112;1565257282627063800;1565257282627063810;"";"";detik_sulsel
Thu Sep 01 11:23:19 +0000 2022;1565299256101322800;1565299256101322752;"@CNNIndonesia brengsek bgt ni gua liat liat kinerja polri. gada gunanya lo semua punya institusi polri tp otak dangkal semua isinya, alias tolol bgt jelas" bersalah dan ngelanggar hukum besar malah ga ditahan. POLRI BRENGSEK, GAGUNA ANJING LO.";0;0;0;0;;in;1504389021908103173;1565138192613134300;1565138192613134336;"";"";terlihatutuh
Thu Sep 01 05:17:09 +0000 2022;1565207110484639700;1565207110484639744;"Kinerja sistem tak dpt tergantung dr seorang. Sistem punya tali temali dgn bnyk sub-sistem. POLRI monolitik, tanpa kaitan operasional melekat dgn Kemdagri yg kbnykn kelola kinerja masyarakat. Kbnykn negara di dunia begitu tentu ada dasarnya. @ListyoSigitP tak selamanya Kapolri.";0;2;0;3;;in;354638117;1565207110484639700;1565207110484639744;"";"";DSimarmata
Thu Sep 01 03:46:09 +0000 2022;1565184206820765700;1565184206820765697;"menko + ketua kompolnas ini memuji kinerja polri pdhl kasus ferdy sambo belum tuntas scrr hukum. itupun masih ditambah kasus2 narkoba yg melibatkan para perwira menengah di tk. polsek, polres. survey kepercayaan publik yg sgt ajaib &amp; membagongkan. https://t.co/tD7hCnXDka";0;1;1;6;;in;1188831531898269696;1565184206820765700;1565184206820765697;"https://pbs.twimg.com/media/FbimvOHakAIHM9V.jpg";"photo";MDargombes
Thu Sep 01 07:39:04 +0000 2022;1565242821606383600;1565242821606383616;"Semua memang minta kasus ini selalu transparan. Walau bnyk hal yang tdk terpenuhi tapi kinerja Kapolri @ListyoSigitP Polri dn tim sudah patut diapresiasi agar kedepannya lebih transparan lagi #SiapKawalPolri\nhttps://t.co/tX8XVjcoGY";0;0;0;0;;in;1288908295726493697;1565242821606383600;1565242821606383616;"";"";kaushabadx
Thu Sep 01 04:47:26 +0000 2022;1565199628772860000;1565199628772859904;"Giat Bhabinkamtibmas Polsek Dolok Merawan melaksanakan sambang serta Mensosialisasi kepada warga Desa Dolok Merawan tentang *Kartu Barcode Aplikasi Pelayanan Pengaduan Masyarakat Terpadu* yang bertujuan untuk melayani pengaduan masyarakat terkait Kinerja Polri https://t.co/DLm2R8aq1n";0;0;0;0;;in;1352394255319195648;1565199628772860000;1565199628772859904;"https://pbs.twimg.com/media/Fbi0wt-VQAAk2SX.jpg";"photo";PMerawan
Wed Aug 31 02:22:29 +0000 2022;1564800765017096200;1564800765017096192;"@DSimarmata Tdk ada jaminan polri di bawah mendagri jdi lbh baik,seribu kambing di pimpin seekor harimau akan mengaum smua,seribu harimau di pimpin kambing akan mengembek smua,karakter seorang pemimpin yg menentukan baik buruknya yg di pimpin,skrg pak @ListyoSigitP sdh baik tinggal di kawal";1;0;0;1;;in;1209595071428907008;1564794282577625000;1564794282577625090;"";"";Khojan7
Thu Sep 01 13:52:43 +0000 2022;1565336855335211000;1565336855335211010;"Kapolda Jateng Menerima Tim Supervisi Srena Polri dalam rangka Menindaklanjuti Pelaksanaan Pengukuran Kinerja Melalui Indeks Tata Kelola Online (ITK-O) Polri pada Tingkat Polda dan Polres di ruang kerja Kapolda Jateng. 1 September 2022 https://t.co/umrEpYSP30";0;2;2;7;;in;2558329639;1565336855335211000;1565336855335211010;"https://pbs.twimg.com/media/FbkxklQUsAASQn1.jpg";"photo";poldajateng_
Thu Sep 01 06:02:15 +0000 2022;1565218458001760300;1565218458001760257;"@CNNIndonesia Bapa Presiden jkw pendukung rakyat kecil bapa jkw memperhatikan kebutuhan rakyat kecil.fasilitas Pejabat negara dipotong dan tunjangan kinerja ASN TNI Polri beban APBN.suara wong cilik";0;0;0;0;;in;1565214079492300800;1565217102708936700;1565217102708936704;"";"";BudiSan88823660
Thu Sep 01 05:14:02 +0000 2022;1565206322789765000;1565206322789765122;"Ketua Komnas HAM memuji kinerja Polri dalam mengusut kasus dugaan pembunuhan berencana terhadap Brigadir Nopriansyah Yosua Hutabarat atau Brigadir J. https://t.co/0ng9TVte47";0;0;0;0;;in;1520998271161831424;1565206322789765000;1565206322789765122;"";"";tauberitamedia
Thu Sep 01 13:15:15 +0000 2022;1565327427827429400;1565327427827429376;"@DivHumas_Polri Presisi berlaku utk orang berduit, hak hak terpidana berlaku utk yg punya uang dan pemilik kuasa utk mengatur hukum ( polisi ) \n@jokowi tolong evaluasi kinerja polri, terlihat sekali ada apa apanya di kasus Sambo 😡\n\nSempat di penjara PC di jamin Sambo akan bernyanyi nyaring 🙏 https://t.co/QtRjjfs0eF";0;0;0;0;;in;1230183711519305729;1565154287952724000;1565154287952723968;"https://pbs.twimg.com/media/Fbko_0xVsAMsOfv.jpg";"photo";Sibadogil14
Thu Sep 01 10:17:54 +0000 2022;1565282794284417000;1565282794284417030;"@CNNIndonesia Ada g orang kaya? Yang mau nyediain server, bikin voting kinerja polri memuaskan rakyat ato tdk.. penasaran sama hasilnya..";0;0;0;0;;in;1111136060556242944;1565254501476741000;1565254501476741120;"";"";komangsila4
Thu Sep 01 06:26:49 +0000 2022;1565224641488371700;1565224641488371713;"@DivHumas_Polri Postingan2 kek gini kaya nyari pembenaran aja. Lebih bagus tingkatan kinerja. Lebih real hasilnya";0;0;0;0;;in;374025990;1565154287952724000;1565154287952723968;"";"";Leicharle5
Thu Sep 01 09:43:20 +0000 2022;1565274096518439000;1565274096518438912;"@DivHumas_Polri buatkan saja poling untuk kami nilai seberapa puas kami masyarakat terhadap kinerja polisi,";0;0;0;0;;in;857413515274878978;1565154175805444000;1565154175805444096;"";"";araratrianto1
Thu Sep 01 11:09:20 +0000 2022;1565295736610488300;1565295736610488320;"@DivHumas_Polri Dasar nya apa kepercayaan publik naik. Di sanjung sedikit dgn hasil survey lgs bangga. Yg nyata menyanjung atas kinerja dan keoercayaan itu rakyat di dunia nyata,bukan seorang polhukan @mohmahfudmd ato sekedar hasil survey🤦🏿‍♂️";0;0;1;3;;in;1486877905;1565154175805444000;1565154175805444096;"";"";masoink_
Thu Sep 01 12:02:14 +0000 2022;1565309052116033500;1565309052116033537;"@Hantoro2011 @pengarang_sajak @ListyoSigitP ga penting motifnya apa, jebloskan ke tahanan dulu si putri. jangan buat masyarakat ga percaya lagi ama kinerja polri.";0;0;0;5;;in;1274292546;1565272955952586800;1565272955952586752;"";"";jaladatadasih
Thu Sep 01 07:35:29 +0000 2022;1565241922561577000;1565241922561576960;"Yeahhh betul transparan. Walau masih bnyk hal-hal yg ambigu, tp tak apa kinerja Polri dan jajaran sudah menunjukan kemajuan. Semoga kasus ini cpt slesai dan betul betul adil #SiapKawalPolri\nhttps://t.co/4Wow5mrFyS";0;0;0;0;;in;1288908295726493697;1565241922561577000;1565241922561576960;"";"";kaushabadx
Thu Sep 01 01:38:50 +0000 2022;1565152167006130200;1565152167006130177;"@ListyoSigitP Semoga dg selesainya kasus Sambo ini menjadi ajang bersih2 buat institusi polri kedepan..\nTak ada lagi kasus salah tangkap,main pukul,nyuruh wartawan ngomong sama pohon,beking bisnis kotor,dll\nMasyarakat sebagai sosial control akan terus mengawasi kinerja polisi";0;0;0;2;;in;1118374549362495489;1565148073634205700;1565148073634205698;"";"";bintang5576
Wed Aug 31 15:08:55 +0000 2022;1564993644628955100;1564993644628955141;"@linipolisi @ListyoSigitP Polri sudh menunjukan kinerja yg baik";0;0;0;0;;in;1850615935;1364396206483415000;1364396206483415050;"";"";Ninaaulia18
Wed Aug 31 09:18:56 +0000 2022;1564905567042535400;1564905567042535424;"Sementara itu, Karo RBP Srena Polri Brigjen Pol Mas Gunarso dalam paparannya menjelaskan bahwa\nITK (Indeks Tata Kelola) Polri adalah instrumen untuk mengukur kinerja dan pencapaian program reformasi birokrasi Polri.";0;1;0;0;;in;818341300797722624;1564904905076514800;1564904905076514816;"";"";PoldaJogja
Wed Aug 31 06:00:02 +0000 2022;1564855514747621400;1564855514747621379;"Kinerja polri patut sekali untuk mendapatkan apresiasi\n#SiapKawalPolri\nKapolri Tegas https://t.co/kcu54c2WCD";0;0;0;0;;in;1455413158542073860;1564855514747621400;1564855514747621379;"https://pbs.twimg.com/media/Fbd0OpAUcAEDQJz.jpg";"photo";sakitbrot
Wed Aug 31 13:07:18 +0000 2022;1564963039358890000;1564963039358889985;"Konco Erick Thohir turun ke jalan, mendesak Polri agar segera menindak Faizal Assegaf.\n\nKarena mengganggu kinerja apik @erickthohir \n\n#BangkitBersamaET https://t.co/KupRdE4BbZ";0;0;4;5;;in;1025511860;1564963039358890000;1564963039358889985;"https://pbs.twimg.com/media/Fbfdli2VsAAdU_S.jpg";"photo";jopang_
Wed Aug 31 06:03:35 +0000 2022;1564856407497019400;1564856407497019392;"@Tegarrm11 Apresiasi kinerja polri dkk. Bravo! \n\n#DiferensiasiFungsional\nKompetensi Terukur Berdasar";0;0;0;0;;in;252939466;1564855509911494700;1564855509911494656;"";"";Stormingissimus
