new_date,clean_tweet,stemmed_tweet,sentiment
20/09/2022 02:09:24,survei mayoritas puas dengan kinerja polri tangani kasus brigadir kalian setuju jokowi bonek cebong cuban americans will smith keisya cirebon islam anies next president gerudukistana km bangkitatautertindas turunkanhargabbm bjorka,"['survei', 'mayoritas', 'puas', 'kerja', 'polisi republik indonesia', 'tangan', 'kasus', 'brigadir', 'kalian', 'tuju', 'jokowi', 'bonek', 'cebong', 'cuban', 'americans', 'will', 'smith', 'isya', 'cirebon', 'islam', 'anies', 'next', 'president', 'gerudukistana', 'bangkitatautertindas', 'turunkanhargabbm', 'bjorka']",positif
20/09/2022 03:27:58,hasil survei sebut publik kinerja polri bongkar kasus brigadir memuaskan,"['survei', 'sebut', 'publik', 'kerja', 'polisi republik indonesia', 'bongkar', 'kasus', 'brigadir', 'muas']",positif
20/09/2022 03:56:28,tapi akui lah kinerja polri buruk kasus sambo bulan sudah belum bandingkan sm kasus bjorka yang polisi main asal tangkap ke cirebon lalu madiun poinnya identitas bjorka belum nemu coba dh ke kalimantan polisi kdg berpihak ke perusahaan dan cenderung menggantung laporan,"['aku', 'lah', 'kerja', 'polisi republik indonesia', 'buruk', 'kasus', 'sambo', 'bulan', 'banding', 'sama', 'kasus', 'bjorka', 'polisi', 'main', 'asal', 'tangkap', 'cirebon', 'lalu', 'madiun', 'poin', 'identitas', 'bjorka', 'nemu', 'coba', 'dh', 'kalimantan', 'polisi', 'kdg', 'pihak', 'usaha', 'cenderung', 'gantung', 'lapor']",negatif
20/09/2022 05:02:58,video yg mana kalo mbak nana pernah mengeneralisasi seakan² semua polisi itu sama serius nanya karena aku ga ketemu videonya padahal prnh lho statement mbak nana mengapresiasi kinerja polri,"['video', 'mana', 'mbak', 'nana', 'pernah', 'mengeneralisasi', 'akan', 'semua', 'polisi', 'sama', 'serius', 'nanya', 'ketemu', 'video', 'padahal', 'prnh', 'lho', 'statement', 'mbak', 'nana', 'apresiasi', 'kerja', 'polisi republik indonesia']",negatif
20/09/2022 06:03:29,sebenarnya bapak paham ga sih kalau kinerja kalian amp pembuktian bahwa polri itu bersih sedang diperhatikan oleh sebagian besar rakyat indonesia ini loh baca nih komentar yg ada di sini kita kesal tapi ini utk kebaikan polri loh cc,"['benar', 'bapak', 'paham', 'kerja', 'kalian', 'bukti', 'polisi republik indonesia', 'bersih', 'sedang', 'perhati', 'bagi', 'besar', 'rakyat', 'indonesia', 'baca', 'komentar', 'sini', 'kesal', 'baik', 'polisi republik indonesia', 'cc']",positif
20/09/2022 06:22:14,kepercayaan publik berangsur pulih jadi momen untuk polri lakukan kinerja lebih baik lagi terus bekerja secara tegas pak siapkawalpolri,"['percaya', 'publik', 'angsur', 'pulih', 'jadi', 'momen', 'polisi republik indonesia', 'laku', 'kerja', 'lebih', 'baik', 'terus', 'kerja', 'tegas', 'pak', 'siapkawalpolri']",positif
20/09/2022 06:27:20,kritik itu untuk adalah support untuk kinerja polri lebih baik dengan semboyan polri yang itu tidak hanya semboyan saja ada turun saja ke masyarakat bawah dan lakukan survey tentang polri thank you,"['kritik', 'support', 'kerja', 'polisi republik indonesia', 'lebih', 'baik', 'semboyan', 'polisi republik indonesia', 'semboyan', 'turun', 'masyarakat', 'bawah', 'laku', 'survey', 'polisi republik indonesia', 'thank', 'you']",positif
20/09/2022 06:37:08,malik ohoiwer penetapan tersangka irjen ferdy sambo bukti kinerja polri secara transparan lewat sambo brigadirj presisi listyosigitprabowo,"['malik', 'ohoiwer', 'tetap', 'sangka', 'irjen', 'ferdy', 'sambo', 'bukti', 'kerja', 'polisi republik indonesia', 'transparan', 'lewat', 'sambo', 'brigadirj', 'presisi', 'listyosigitprabowo']",positif
20/09/2022 07:18:12,setelah baca disitu disebutkan kalo hasil survey lebih masyarakat puas dg kinerja polri ini survey apa ndan,"['baca', 'situ', 'sebut', 'survey', 'lebih', 'masyarakat', 'puas', 'kerja', 'polisi republik indonesia', 'survey', 'ndan']",negatif
20/09/2022 07:40:07,sampai seorang ahli kriminolog aja ngasih statement positif ke kinerja artinya jalannya rekonstruksi udh transparan dan membuka kedok dari pelaku siapkawalpolri,"['orang', 'ahli', 'kriminolog', 'ngasih', 'statement', 'positif', 'kerja', 'arti', 'jalan', 'rekonstruksi', 'transparan', 'buka', 'kedok', 'laku', 'siapkawalpolri']",positif
20/09/2022 09:19:57,dari personel polri saya yakin masih banyak personel personel polri yang baik tunjukkan dalam kinerja rekan rekan sehingga kemudian masyarakat merasakan kemudian melihat bahwa lebih banyak polisi yang baik kapolri jenderal polisi drs listyo sigit prabowo,"['personel', 'polisi republik indonesia', 'yakin', 'banyak', 'personel', 'personel', 'polisi republik indonesia', 'baik', 'tunjuk', 'kerja', 'rekan', 'rekan', 'kemudian', 'masyarakat', 'rasa', 'kemudian', 'lihat', 'lebih', 'banyak', 'polisi', 'baik', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo']",positif
20/09/2022 09:52:54,tim itwasum polri akhiri audit kinerja tahap ii di polda sulut dan jajaran,"['tim', 'itwasum', 'polisi republik indonesia', 'akhir', 'audit', 'kerja', 'tahap', 'ii', 'polda', 'sulut', 'jajar']",positif
20/09/2022 10:23:19,pimpinan majelis muda miftahul salamah mengapresiasi kinerja polri dalam ungkap kasus duren tiga,"['pimpin', 'majelis', 'muda', 'miftahul', 'salamah', 'apresiasi', 'kerja', 'polisi republik indonesia', 'ungkap', 'kasus', 'duren', 'tiga']",positif
20/09/2022 10:44:27,jangan lupa kontrol para jagoan ponorogo ini di tunggu kinerja pak kapolri,"['lupa', 'kontrol', 'jago', 'ponorogo', 'tunggu', 'kerja', 'pak', 'kapolri']",positif
20/09/2022 10:48:23,tingkatkan kinerja personil polri kapolres lebak berikan penghargaan best police of the month,"['tingkat', 'kerja', 'personil', 'polisi republik indonesia', 'kepala polisi republik indonesia', 'lebak', 'ikan', 'harga', 'best', 'police', 'of', 'the', 'month']",positif
20/09/2022 10:57:26,rakyat sudah muak dengan pencitraan polri lebih baik urus kinerja yang benar tunjukkan pada kami kalau polri tegas kepada siapapun yang bersalah ingat kalian nanti akan dimintai pertanggungjawaban,"['rakyat', 'muak', 'citra', 'polisi republik indonesia', 'lebih', 'baik', 'urus', 'kerja', 'benar', 'tunjuk', 'polisi republik indonesia', 'tegas', 'siapa', 'salah', 'ingat', 'kalian', 'minta', 'pertanggungjawaban']",negatif
20/09/2022 10:58:20,anda di gaji bukan untuk mengutip tapi mengontrol kinerja polri anda lembaga independen makin ruwet ini negara klw masih mereka harus bersih juga lembaga ini,"['gaji', 'bukan', 'kutip', 'kontrol', 'kerja', 'polisi republik indonesia', 'lembaga', 'independen', 'makin', 'ruwet', 'negara', 'klw', 'bersih', 'lembaga']",negatif
20/09/2022 13:44:59,kelamaan kinerja polri kalo kaga bisa jangan maksa oper aja ke tni,"['lama', 'kerja', 'polisi republik indonesia', 'maksa', 'oper', 'tentara republik indonesia']",positif
20/09/2022 14:07:01,membuktikan kl kinerja polri lelet dan kurang tanggap sampe keluarga korban aja nyerah memperjuangkan keadilan buat almarhum anaknya,"['bukti', 'kerja', 'polisi republik indonesia', 'lelet', 'kurang', 'tanggap', 'sampe', 'keluarga', 'korban', 'nyerah', 'juang', 'adil', 'buat', 'almarhum', 'anak']",positif
20/09/2022 14:31:30,polri telah menunjujan kinerja yang transparansi obyektif dan akuntable bravo kapolri dan tim langkah nyata timsus sikapkapolritegas,"['polisi republik indonesia', 'menunjujan', 'kerja', 'transparansi', 'obyektif', 'akuntable', 'bravo', 'kapolri', 'tim', 'langkah', 'nyata', 'timsus', 'sikapkapolritegas']",negatif
20/09/2022 14:52:21,betul mak terutama kita pakai komunitas² yg ada untuk membangun kesadaran taat hukum dimulai dr diri kita jujur semakin tidak percaya dgn kinerja polisi sungguh tidak adil,"['betul', 'mak', 'utama', 'komunitas', 'bangun', 'sadar', 'taat', 'hukum', 'mulai', 'diri', 'jujur', 'makin', 'percaya', 'kerja', 'polisi', 'sungguh', 'adil']",negatif
20/09/2022 15:03:06,gimana mau profesional tuh polri kalo anggota kompolnasnya aja kek benny mamoto bukan kah fungsi kompolnas itu pengawasan fungsional terhadap kinerja untuk menjamin profesionalisme polri,"['gimana', 'mau', 'profesional', 'polisi republik indonesia', 'anggota', 'kompolnasnya', 'benny', 'mamoto', 'bukan', 'fungsi', 'kompolnas', 'awas', 'fungsional', 'kerja', 'jamin', 'profesionalisme', 'polisi republik indonesia']",positif
20/09/2022 15:05:25,lembaga survei indonesia mengungkap kepuasan publik terhadap kinerja presiden jokowi sedikit meningkat menjadi persen dari sebelumnya persen sementara itu persen responden mengaku tak puas dengan kinerja jokowi sebab persoalan ekonomi,"['lembaga', 'survei', 'indonesia', 'ungkap', 'puas', 'publik', 'kerja', 'presiden', 'jokowi', 'sedikit', 'tingkat', 'jadi', 'persen', 'belum', 'persen', 'persen', 'responden', 'aku', 'puas', 'kerja', 'jokowi', 'soal', 'ekonomi']",negatif
20/09/2022 15:51:15,kinerja bagus gini harus dipertahankan psambocs bukti komitmen polri,"['kerja', 'bagus', 'gin', 'tahan', 'psambocs', 'bukti', 'komitmen', 'polisi republik indonesia']",positif
20/09/2022 22:36:46,kasus yang menimpa ferdy sambo atas kasus penembakan terhadap brigadir membuka jalan bagi polri untuk membenahi situasi dan kinerja jajaran internalnya dpruntuknegeri terus mendengar aspirasi rakyat,"['kasus', 'timpa', 'ferdy', 'sambo', 'kasus', 'tembak', 'brigadir', 'buka', 'jalan', 'polisi republik indonesia', 'benah', 'situasi', 'kerja', 'jajar', 'internal', 'dpruntuknegeri', 'terus', 'dengar', 'aspirasi', 'rakyat']",positif
21/09/2022 00:23:25,pantes aja ternyata sumber daya sosial pak begitu lengkap gak heran sih kalo kinerja polri begitu cepat dan cermat siapkawalpolri polrituntaskankasusfs,"['pantes', 'nyata', 'sumber', 'daya', 'sosial', 'pak', 'lengkap', 'heran', 'kerja', 'polisi republik indonesia', 'cepat', 'cermat', 'siapkawalpolri', 'polrituntaskankasusfs']",positif
21/09/2022 06:09:44,wajar publik membully pernyataan kompolnas hanya mengutip menyimpulkan bahwa kompolnas tidak menjalankan tugas dgn baik yg sejogya sebagai lembaga pengawas kinerja polri seharusnya mempertanyakan apakah peristiwa kematian brig sudah sesuai protap atau kode etik,"['wajar', 'publik', 'membully', 'nyata', 'kompolnas', 'kutip', 'simpul', 'kompolnas', 'jalan', 'tugas', 'baik', 'sejogya', 'lembaga', 'awas', 'kerja', 'polisi republik indonesia', 'tanya', 'peristiwa', 'mati', 'brig', 'sesuai', 'protap', 'kode', 'etik']",negatif
21/09/2022 06:33:31,dukung kinerja polri nawa kartika beri mawar merah pada jajaran polres pasuruan,"['dukung', 'kerja', 'polisi republik indonesia', 'nawa', 'kartika', 'beri', 'mawar', 'merah', 'jajar', 'polisi republik indonesia', 'pasuruan']",positif
21/09/2022 08:49:12,warga solo mendukung penuh kinerja polri diferensiasifungsional kompetensi terukur berdasar,"['warga', 'solo', 'dukung', 'penuh', 'kerja', 'polisi republik indonesia', 'diferensiasifungsional', 'kompetensi', 'ukur', 'dasar']",positif
21/09/2022 10:06:15,seharus nya memang begitu apa benar jika ada korban penipuan yang melapor soal kinerja oknum polisi tertentu yang tidak beres menurut pengalaman beberapa orang yang sudah mengeluh mereka akan mendapat bad record terima kasih,"['harus', 'memang', 'benar', 'korban', 'tipu', 'lapor', 'soal', 'kerja', 'oknum', 'polisi', 'tentu', 'beres', 'alam', 'beberapa', 'orang', 'keluh', 'dapat', 'bad', 'record', 'terima', 'kasih']",positif
21/09/2022 10:24:17,breaking news polisi tetapkan irjen ferdy sambo sebagai tersangka pembunuhan brigadir saksikan selengkapnya di,"['breaking', 'news', 'polisi', 'tetap', 'irjen', 'ferdy', 'sambo', 'sangka', 'bunuh', 'brigadir', 'saksi', 'lengkap']",positif
21/09/2022 10:58:16,kata sahabat polri kepercayaan masyarakat terhadap kinerja polri semakin meningkat pen tau gw batang giginya orang yg itu kyk gimana wkwk,"['kata', 'sahabat', 'polisi republik indonesia', 'percaya', 'masyarakat', 'kerja', 'polisi republik indonesia', 'makin', 'tingkat', 'batang', 'gigi', 'orang', 'gimana', 'wkwk']",positif
21/09/2022 14:28:33,lebih baik hukuman seumur hidup biar siaa hdpnya bs jd sumber informasi bagi untuk meperbaiki kinerja polri dan bersih tubub polri dr mafia,"['lebih', 'baik', 'hukum', 'umur', 'hidup', 'siaa', 'hdpnya', 'sumber', 'informasi', 'meperbaiki', 'kerja', 'polisi republik indonesia', 'bersih', 'tubub', 'polisi republik indonesia', 'mafia']",negatif
21/09/2022 14:32:54,saya acungkan jempol buat kapolri dan bpk presiden ini baru kapolri indonesia sejati ini baru presiden indonesia sesungguhnya yang mana kapolri telah membuat timsus untuk mengungkap kematian brigadir kami masyarakat indonesia sangat kagum dan puas dengan kinerja polri,"['acung', 'jempol', 'buat', 'kapolri', 'bpk', 'presiden', 'baru', 'kapolri', 'indonesia', 'sejati', 'baru', 'presiden', 'indonesia', 'sungguh', 'mana', 'kapolri', 'buat', 'timsus', 'ungkap', 'mati', 'brigadir', 'masyarakat', 'indonesia', 'sangat', 'kagum', 'puas', 'kerja', 'polisi republik indonesia']",positif
21/09/2022 14:36:36,apresiasi kinerja dua intsitusi ini semoga bisa mengungkapkan kasus ini dengan seterang terangnya,"['apresiasi', 'kerja', 'intsitusi', 'moga', 'ungkap', 'kasus', 'terang', 'terang']",positif
21/09/2022 14:58:52,apresiasi sebesar besarnya untuk kinerja dari polri dalam kesuksesan dan ketegasan dalam menyelesaikan kasus pembunuhan brigadir sampai akhirnya sekarang udah semoga bersih polri terus berjalan kedepannya,"['apresiasi', 'besar', 'besar', 'kerja', 'polisi republik indonesia', 'sukses', 'tegas', 'selesai', 'kasus', 'bunuh', 'brigadir', 'akhir', 'moga', 'bersih', 'polisi republik indonesia', 'terus', 'jalan', 'depan']",positif
21/09/2022 15:28:45,sangat mengapresiasi kinerja dari seluruh tim dalam penanganan kasus sambo harus diusut tuntas sampai akarnya agar kasus ini cepat selesai keadilan harus dijunjung tinggi,"['sangat', 'apresiasi', 'kerja', 'seluruh', 'tim', 'tangan', 'kasus', 'sambo', 'usut', 'tuntas', 'akar', 'kasus', 'cepat', 'selesai', 'adil', 'junjung', 'tinggi']",positif
21/09/2022 17:26:34,bukan main emang kinerja ini totalitas tanpa batas semangat kejaksaan dan polri trus bersinergi menindak kejahatan terutama kasus sambo ini,"['bukan', 'main', 'emang', 'kerja', 'totalitas', 'batas', 'semangat', 'jaksa', 'polisi republik indonesia', 'trus', 'sinergi', 'tindak', 'jahat', 'utama', 'kasus', 'sambo']",positif
21/09/2022 23:05:28,beberapa waktu lalu kabareskrim nyindir pengacara ini sementara pak memuji kinerja pengacara ini tapi kenapa mereka disingkirkan semakin terasa ada yang tidak beres polri savepolri polripresisi bravopolri kebenaran keadilan terbuka transparan,"['beberapa', 'waktu', 'lalu', 'kabareskrim', 'nyindir', 'acara', 'pak', 'puji', 'kerja', 'acara', 'singkir', 'makin', 'asa', 'beres', 'polisi republik indonesia', 'savepolri', 'polripresisi', 'bravopolri', 'benar', 'adil', 'buka', 'transparan']",positif
22/09/2022 03:46:41,udahlah semakin gak percaya dengan kinerja polri mengugkap kasus ini sampe jelas,"['udahlah', 'makin', 'percaya', 'kerja', 'polisi republik indonesia', 'mengugkap', 'kasus', 'sampe', 'jelas']",negatif
22/09/2022 04:47:47,kinerja polri saat ini gamain main dan patut diapresiasi karena sudah membuahkan hasil terhadap kasus ini dan segera tindak tegas siapapun oknum polri yang terlibat dalam kasus ini tanpa pandang bulu polrituntaskankasusfs bersamahadirmelayani,"['kerja', 'polisi republik indonesia', 'gamain', 'main', 'patut', 'apresiasi', 'buah', 'kasus', 'segera', 'tindak', 'tegas', 'siapa', 'oknum', 'polisi republik indonesia', 'libat', 'kasus', 'pandang', 'bulu', 'polrituntaskankasusfs', 'bersamahadirmelayani']",positif
22/09/2022 05:19:44,kinerja dan upaya yang dilakukan kapolri sangat baik pertahankan pak tetap tegas dan jangan pandang bulu mau siapapun itu sepenting apapun jabatannya di polri kalau sudah melakukan kejahatan itu harus dihukum,"['kerja', 'upaya', 'laku', 'kapolri', 'sangat', 'baik', 'tahan', 'pak', 'tetap', 'tegas', 'pandang', 'bulu', 'mau', 'siapa', 'penting', 'apa', 'jabat', 'polisi republik indonesia', 'laku', 'jahat', 'hukum']",positif
22/09/2022 05:42:06,sudah sepantasnya kami menghargai semua usaha dan kinerja dan hingga saat ini semoga sambo segera di hukum dan dan tidak ada lagi yng menghalalkan kejaksaategas kejaksaanri kejaksaantakpandangbulu banggamelayanibangsa,"['pantas', 'harga', 'semua', 'usaha', 'kerja', 'hingga', 'moga', 'sambo', 'segera', 'hukum', 'yng', 'halal', 'kejaksaategas', 'kejaksaanri', 'kejaksaantakpandangbulu', 'banggamelayanibangsa']",positif
22/09/2022 05:50:00,lebih percaya kpada pak ketimbang sama berita hoax saya percya kinerja tidak mungkin memberikan fasilitas yang mewah untuk narapidana yang kasusnya pembunuhan,"['lebih', 'percaya', 'kpada', 'pak', 'ketimbang', 'sama', 'berita', 'hoax', 'percya', 'kerja', 'mungkin', 'beri', 'fasilitas', 'mewah', 'narapidana', 'kasus', 'bunuh']",negatif
22/09/2022 06:17:35,jelas layak di apresiasi sekali kinerja dari dan ini dalam menuntaskan kasus sambo hukum mati sih yang kami harapkan untuk sambo di pengadilan nanti kejaksaanri kawalg,"['jelas', 'layak', 'apresiasi', 'sekali', 'kerja', 'tuntas', 'kasus', 'sambo', 'hukum', 'mati', 'harap', 'sambo', 'adil', 'kejaksaanri', 'kawalg']",positif
22/09/2022 06:28:22,kinerja sudah sangat baik amp harulah mendapatkan apresiasi setinggi tingginya mereka berani menindak orang orang yang terlihat kasus pak sambo ini tanpa pandang bulu berusaha memberikan yang terbaik dlm mengungkap kasus ini polrituntaskankasusfs,"['kerja', 'sangat', 'baik', 'haru', 'dapat', 'apresiasi', 'setinggi', 'tinggi', 'berani', 'tindak', 'orang', 'orang', 'lihat', 'kasus', 'pak', 'sambo', 'pandang', 'bulu', 'usaha', 'beri', 'baik', 'ungkap', 'kasus', 'polrituntaskankasusfs']",positif
22/09/2022 06:41:02,waduhh ngeri banget berita hoax kayak gini bisa menimbulkan permasalahan dan perpecahan saya sangat percaya dengan kinerja polri dibawah pimpinan kapolri bahwa yang melakukan kejahatan pasti akan diberi hukuman yang setimpal,"['waduhh', 'ngeri', 'banget', 'berita', 'hoax', 'kayak', 'gin', 'timbul', 'masalah', 'pecah', 'sangat', 'percaya', 'kerja', 'polisi republik indonesia', 'bawah', 'pimpin', 'kapolri', 'laku', 'jahat', 'beri', 'hukum', 'timpal']",positif
22/09/2022 06:50:39,mnrt saya kinerja pak kapolri sudah sesuai dgn intruksi presiden beliau bisa menjalan tugas dengan baik keren emang pemimpin hari ini polrituntaskankasusfs siapkawalpolri,"['mnrt', 'kerja', 'pak', 'kapolri', 'sesuai', 'intruksi', 'presiden', 'beliau', 'jalan', 'tugas', 'baik', 'keren', 'emang', 'pimpin', 'hari', 'polrituntaskankasusfs', 'siapkawalpolri']",positif
22/09/2022 07:02:34,kinerja polri menurut saya sudah bagus tan transparan dan juga patut kita apresiasi mungkin untuk saat ini polri difokusksan dalam kasus sambo dan saya harus polri juga fokus dengan kasus kasus lainya polri bersamahadirmelayani,"['kerja', 'polisi republik indonesia', 'bagus', 'tan', 'transparan', 'patut', 'apresiasi', 'mungkin', 'polisi republik indonesia', 'difokusksan', 'kasus', 'sambo', 'polisi republik indonesia', 'fokus', 'kasus', 'kasus', 'lai', 'polisi republik indonesia', 'bersamahadirmelayani']",positif
22/09/2022 08:23:37,tiga lembaga hukum adalah kunci agar masyarakat percaya akan kinerja presiden salah satunya dalam kasus megakorupsi yang ditangani oleh sudah terlihat jelas kinerjanya semoga ke depannya masyarakat indonesia terus percaya,"['tiga', 'lembaga', 'hukum', 'kunci', 'masyarakat', 'percaya', 'kerja', 'presiden', 'salah', 'satu', 'kasus', 'megakorupsi', 'tangan', 'lihat', 'jelas', 'kerja', 'moga', 'depan', 'masyarakat', 'indonesia', 'terus', 'percaya']",positif
22/09/2022 08:28:56,menurut saya sejauh ini kinerja kapolri menangani kasus sambo sudah tegas menyelesaikan kasus kasus yang ada dan saya rasa dengan seperti itu masyarakat akan percaya dan mendukung tindakan yang dilakukan oleh polri siapkawalpolri,"['jauh', 'kerja', 'kapolri', 'tangan', 'kasus', 'sambo', 'tegas', 'selesai', 'kasus', 'kasus', 'rasa', 'masyarakat', 'percaya', 'dukung', 'tindak', 'laku', 'polisi republik indonesia', 'siapkawalpolri']",positif
22/09/2022 08:44:55,memang kinerja sudah selayaknya kita apresiasi mereka sudah berusaha sebaik mungkin dalam penyelesaian kasus fs ini jangan kasih selamat untuk fs pak ia harus mendapat hukuman yg setimpal kejaksaanterpercaya kejaksaanri,"['memang', 'kerja', 'layak', 'apresiasi', 'usaha', 'baik', 'mungkin', 'selesai', 'kasus', 'ferdy sambo', 'kasih', 'selamat', 'ferdy sambo', 'pak', 'dapat', 'hukum', 'timpal', 'kejaksaanterpercaya', 'kejaksaanri']",positif
22/09/2022 08:55:46,kelas menengah intelektual indonesia masih mengapresiasi kinerja jenderal listyo sigit meski polri diterpa kasus pembunuhan brigadir oleh irjen ferdy sambo jenderallistyosigitprabowo,"['kelas', 'tengah', 'intelektual', 'indonesia', 'apresiasi', 'kerja', 'jenderal', 'listyo', 'sigit', 'meski', 'polisi republik indonesia', 'terpa', 'kasus', 'bunuh', 'brigadir', 'irjen', 'ferdy', 'sambo', 'jenderallistyosigitprabowo']",positif
22/09/2022 09:00:00,kinerja para polri sudah baik namun munglin ada bbrp oknum yg masih kurang tegas jadi tanggung jawab bukan sekadar tugas namun juga harus dilakukan dgn penuh ketegasan dan kejujuran kawalg bersamahadirmelayani perangisoceng polrituntaskankasusfs,"['kerja', 'polisi republik indonesia', 'baik', 'munglin', 'beberapa', 'oknum', 'kurang', 'tegas', 'jadi', 'tanggung', 'jawab', 'bukan', 'sekadar', 'tugas', 'laku', 'penuh', 'tegas', 'jujur', 'kawalg', 'bersamahadirmelayani', 'perangisoceng', 'polrituntaskankasusfs']",positif
22/09/2022 09:00:37,wah keren pakkk semoga selalu sabar ya ngadepin netizen yg percaya kinerja bapak hdeh,"['wah', 'keren', 'pakkk', 'moga', 'selalu', 'sabar', 'ngadepin', 'netizen', 'percaya', 'kerja', 'bapak', 'hdeh']",positif
22/09/2022 09:21:20,saya pun saksi hidup mudahnya bikin sim internasional online ini baru kinerja polri yang presisi,"['saksi', 'hidup', 'mudah', 'sim', 'internasional', 'online', 'baru', 'kerja', 'polisi republik indonesia', 'presisi']",positif
22/09/2022 10:46:21,saya yakin selalu tegas dan tidak pernah pandang bulu dengan adanya pembuktian bahwa pak bertindak tegas memperlihatkan bahwa kinerja polrimakinbaik,"['yakin', 'selalu', 'tegas', 'pernah', 'pandang', 'bulu', 'ada', 'bukti', 'pak', 'tindak', 'tegas', 'lihat', 'kerja', 'polrimakinbaik']",positif
22/09/2022 10:49:00,nih kasus sambo memang sangat drama banget ya kami masyarakat disatu sisi bangga dengan kinerja dan polri dalam mengawal kasus ini disatu sisi lagi miris ternyata si sambo selama ini begitu kelakuannya semoga dihukum seberat beratnya biar kapok dan jd pelajaran,"['kasus', 'sambo', 'memang', 'sangat', 'drama', 'banget', 'masyarakat', 'satu', 'sisi', 'bangga', 'kerja', 'polisi republik indonesia', 'awal', 'kasus', 'satu', 'sisi', 'miris', 'nyata', 'sambo', 'lama', 'laku', 'moga', 'hukum', 'berat', 'berat', 'kapok', 'ajar']",positif
22/09/2022 10:55:08,saya sangat mengapresiasi kinerja polri good job pak anda idola saya,"['sangat', 'apresiasi', 'kerja', 'polisi republik indonesia', 'good', 'job', 'pak', 'idola']",positif
22/09/2022 11:14:23,terkait kasus terbunuhnya brigadir yang menjadi pembicaraan di publik opini masyarakat yang ditangkap dari hasil survei didapati sebanyak persen responden puas dg kinerja polri dlm membongkar kasus terbunuh brigadir sebanyak persen tidak puas kata yuswiryanto,"['kait', 'kasus', 'bunuh', 'brigadir', 'jadi', 'bicara', 'publik', 'opini', 'masyarakat', 'tangkap', 'survei', 'dapat', 'banyak', 'persen', 'responden', 'puas', 'kerja', 'polisi republik indonesia', 'bongkar', 'kasus', 'bunuh', 'brigadir', 'banyak', 'persen', 'puas', 'kata', 'yuswiryanto']",positif
22/09/2022 11:19:09,sejauh ini polri sudah sangat bijak dan kompak dalm menangani kasus sambo lebih ditingkatkan kembali kinerja nya pak guna menciptakan citra polri yang baik kepada masyarakat luas dan supaya polri juga terlihat bersinergi,"['jauh', 'polisi republik indonesia', 'sangat', 'bijak', 'kompak', 'dalm', 'tangan', 'kasus', 'sambo', 'lebih', 'tingkat', 'kerja', 'pak', 'cipta', 'citra', 'polisi republik indonesia', 'baik', 'masyarakat', 'luas', 'polisi republik indonesia', 'lihat', 'sinergi']",positif
22/09/2022 11:59:25,suka banget sama pemimpin yang seperti beliau memang seorang pemimpin harus seperti itu tidak pandang bulu berani bersikap tegas terhadap siapapun yang bersalah patut diacungkan jempol kinerja polrimakinbaik siapkawalpolri hingga seterusnya,"['suka', 'banget', 'sama', 'pimpin', 'beliau', 'memang', 'orang', 'pimpin', 'pandang', 'bulu', 'berani', 'sikap', 'tegas', 'siapa', 'salah', 'patut', 'acung', 'jempol', 'kerja', 'polrimakinbaik', 'siapkawalpolri', 'hingga']",positif
22/09/2022 12:06:32,sebagai kasus yang menurut saya besar integrasi antar institusi seperti polri dan kejaksaan dinilai dapat memberikan kinerja kerja yang efektif dalam mempercepat tuntasnya kasus ini dan semoga jaksa bisa hukum mati sambo kejaksaantegas,"['kasus', 'besar', 'integrasi', 'antar', 'institusi', 'polisi republik indonesia', 'jaksa', 'nilai', 'beri', 'kerja', 'kerja', 'efektif', 'cepat', 'tuntas', 'kasus', 'moga', 'jaksa', 'hukum', 'mati', 'sambo', 'kejaksaantegas']",positif
22/09/2022 12:06:33,kinerja yang bagus dan rekan dalam menegakkan hukum semoga citra polri bisa kembali dan masyarakat bisa percaya lagi keadilan harus ditegakkan polrituntaskankasusfs,"['kerja', 'bagus', 'rekan', 'tegak', 'hukum', 'moga', 'citra', 'polisi republik indonesia', 'masyarakat', 'percaya', 'adil', 'tegak', 'polrituntaskankasusfs']",positif
22/09/2022 12:11:28,harus banget di apresiasikan atas kinerja yang di lakukan dan jajaran polri yang bertugas upaya untuk mengusut tuntas sasus pembunuhan berencana yang di lakukan oleh fs dan kawannya sangat luarbiasa tetap konsisten dalam menangani tuntas kasus ini,"['banget', 'apresiasi', 'kerja', 'laku', 'jajar', 'polisi republik indonesia', 'tugas', 'upaya', 'usut', 'tuntas', 'sasus', 'bunuh', 'rencana', 'laku', 'ferdy sambo', 'kawan', 'sangat', 'luarbiasa', 'tetap', 'konsisten', 'tangan', 'tuntas', 'kasus']",positif
22/09/2022 12:13:26,tidak ada kurang kurangnya kinerja polri saat ini karena polri sudah tegas dan bijaksana dalam menangani kasus besar ini semoga polri tetap konsisten jangan sampai lengah siapkawalpolri,"['kurang', 'kurang', 'kerja', 'polisi republik indonesia', 'polisi republik indonesia', 'tegas', 'bijaksana', 'tangan', 'kasus', 'besar', 'moga', 'polisi republik indonesia', 'tetap', 'konsisten', 'lengah', 'siapkawalpolri']",positif
